Num Nodes,Num Models,Num Requests,Stress Level,Alpha,Mean Latency,Median Latency,Min Latency,Max Latency,Standard Deviation,Warm,Cold,Download,Evict,50th Percentile,90th Percentile,95th Percentile,99th Percentile
20,100000,1000,1.0,1.6,13.16,0.19,0.07,77.89,23.66,745,254,0,1,0.19,53.79,68.25,77.89
20,100000,1000,1.0,2.2,8.02,0.26,0.09,96.66,20.75,869,125,0,6,0.26,51.38,69.44,75.48
20,100000,1000,1.0,4.0,3.62,0.14,0.12,70.66,13.17,930,69,0,1,0.14,0.26,41.74,70.66
20,100000,1000,10.0,0.0,161.97,162.56,20.05,330.89,85.75,1,55,305,639,162.56,283.04,295.95,314.82
20,100000,1000,10.0,1.1,125.56,118.59,0.05,284.15,63.5,205,249,160,386,118.59,212.28,243.85,267.62
20,100000,1000,10.0,1.6,47.89,49.53,0.08,163.45,21.96,568,335,25,72,49.53,63.43,86.43,136.68
20,100000,1000,10.0,2.2,53.73,51.38,0.08,175.12,19.37,631,308,14,47,51.38,69.38,79.61,140.64
20,100000,1000,10.0,4.0,46.16,47.36,21.54,151.4,10.97,691,288,0,21,47.36,53.79,56.39,72.79
20,100000,100000,0.2,0.0,64.02,62.56,0.12,106.89,24.48,9,11738,34046,54207,62.56,100.07,103.48,106.89
20,100000,100000,0.2,1.1,51.87,53.79,0.05,106.89,26.04,9195,57602,12555,20648,53.79,83.02,96.66,106.89
20,100000,100000,0.2,1.6,18.13,0.16,0.06,106.89,24.79,60694,39068,79,159,0.16,61.02,73.07,75.48
20,100000,100000,0.2,2.2,11.06,0.24,0.05,89.84,22.74,79474,20524,1,1,0.24,48.97,70.66,75.48
20,100000,100000,0.2,4.0,4.11,0.17,0.07,77.89,14.76,92887,7113,0,0,0.17,0.17,48.97,65.84
20,100000,100000,1.0,0.0,64.04,62.56,0.05,106.89,24.39,71,11650,32910,55369,62.56,100.07,103.48,106.89
20,100000,100000,1.0,1.1,44.7,46.56,0.05,106.89,30.1,20789,46028,12233,20950,46.56,83.02,96.66,106.89
20,100000,100000,1.0,1.6,11.37,0.2,0.05,106.89,22.26,77263,22475,98,164,0.2,53.79,65.84,75.48
20,100000,100000,1.0,2.2,3.79,0.07,0.05,103.48,12.91,91102,8897,0,1,0.07,0.28,32.1,65.84
20,100000,100000,1.0,4.0,1.54,0.08,0.08,77.89,9.34,97306,2694,0,0,0.08,0.08,0.24,65.84
