Num Nodes,Num Models,Num Requests,Stress Level,Alpha,Mean Latency,Median Latency,Min Latency,Max Latency,Standard Deviation,Warm,Cold,Download,Evict,50th Percentile,90th Percentile,95th Percentile,99th Percentile
200,10000,1000,0.2,4.0,0.66,0.28,0.17,5.08,1.22,911,89,0,0,0.28,0.28,4.64,5.08
200,10000,1000,1.0,0.0,3.86,3.87,0.05,5.19,0.86,7,993,0,0,3.87,4.97,5.08,5.19
200,10000,1000,1.0,1.1,3.17,3.54,0.05,5.19,1.65,205,795,0,0,3.54,4.97,5.08,5.19
200,10000,1000,1.0,1.6,0.97,0.26,0.05,5.19,1.53,787,213,0,0,0.26,3.98,4.53,4.97
200,10000,1000,1.0,2.2,0.59,0.29,0.06,5.19,1.11,909,91,0,0,0.29,0.29,3.65,5.08
200,10000,1000,1.0,4.0,0.35,0.29,0.05,5.19,0.54,981,19,0,0,0.29,0.29,0.29,3.87
200,10000,1000,10.0,0.0,3.7,3.76,0.05,5.19,1.07,40,960,0,0,3.76,4.97,5.08,5.19
200,10000,1000,10.0,1.1,2.49,2.99,0.05,5.19,1.84,352,648,0,0,2.99,4.75,4.97,5.19
200,10000,1000,10.0,1.6,0.76,0.2,0.06,24.2,1.56,854,145,1,0,0.2,3.65,4.2,5.08
200,10000,1000,10.0,2.2,0.33,0.06,0.06,4.97,0.91,932,68,0,0,0.06,0.22,2.66,4.42
200,10000,1000,10.0,4.0,0.17,0.07,0.07,5.08,0.54,970,30,0,0,0.07,0.07,0.13,2.77
200,10000,100000,0.2,0.0,3.88,3.87,0.05,5.19,0.8,112,99888,0,0,3.87,4.97,5.08,5.19
200,10000,100000,0.2,1.1,3.53,3.76,0.05,5.19,1.36,10775,89225,0,0,3.76,4.97,5.08,5.19
200,10000,100000,0.2,1.6,1.42,0.09,0.05,5.19,1.86,64686,35314,0,0,0.09,4.42,4.75,5.19
200,10000,100000,0.2,2.2,0.77,0.07,0.07,5.19,1.55,83171,16829,0,0,0.07,3.54,5.08,5.08
200,10000,100000,0.2,4.0,0.45,0.18,0.05,5.08,1.02,93271,6729,0,0,0.18,0.18,3.98,4.97
200,10000,100000,1.0,0.0,3.85,3.87,0.05,5.19,0.84,587,99413,0,0,3.87,4.97,5.08,5.19
200,10000,100000,1.0,1.1,3.06,3.54,0.05,5.19,1.7,22728,77272,0,0,3.54,4.86,5.08,5.19
200,10000,100000,1.0,1.6,0.9,0.16,0.05,5.19,1.49,79604,20396,0,0,0.16,3.76,4.53,5.08
200,10000,100000,1.0,2.2,0.41,0.08,0.05,5.19,1.04,92246,7754,0,0,0.08,0.28,3.76,4.97
200,10000,100000,1.0,4.0,0.13,0.07,0.05,5.19,0.48,98202,1798,0,0,0.07,0.07,0.07,3.54
200,10000,100000,10.0,0.0,3.65,3.76,0.05,5.19,1.17,5866,94134,0,0,3.76,4.97,5.08,5.19
200,10000,100000,10.0,1.1,2.42,2.99,0.05,5.19,1.89,39058,60942,0,0,2.99,4.75,4.97,5.19
200,10000,100000,10.0,1.6,0.49,0.12,0.05,5.19,1.09,91277,8723,0,0,0.12,0.27,3.65,4.97
200,10000,100000,10.0,2.2,0.22,0.12,0.05,5.19,0.57,97681,2319,0,0,0.12,0.21,0.24,4.09
200,10000,100000,10.0,4.0,0.25,0.23,0.05,34.19,0.34,99520,475,5,0,0.23,0.23,0.29,0.29
200,100000,1000,0.2,0.0,3.85,3.87,0.13,5.19,0.81,2,998,0,0,3.87,4.97,5.08,5.19
200,100000,1000,0.2,1.1,3.43,3.76,0.07,5.19,1.41,124,876,0,0,3.76,4.86,5.08,5.19
200,100000,1000,0.2,1.6,1.5,0.2,0.08,5.19,1.81,646,354,0,0,0.2,4.31,4.31,5.08
200,100000,1000,0.2,2.2,0.76,0.08,0.08,5.19,1.5,833,167,0,0,0.08,4.09,4.53,5.08
200,100000,1000,0.2,4.0,0.47,0.19,0.19,4.42,1.01,928,72,0,0,0.19,0.19,4.09,4.2
200,100000,1000,1.0,0.0,3.83,3.82,2.55,5.19,0.82,0,1000,0,0,3.82,4.97,5.08,5.19
200,100000,1000,1.0,1.1,3.2,3.65,0.06,5.19,1.68,196,804,0,0,3.65,4.97,5.08,5.19
200,100000,1000,1.0,1.6,0.88,0.16,0.05,5.19,1.5,789,211,0,0,0.16,3.76,4.32,5.08
200,100000,1000,1.0,2.2,0.5,0.22,0.07,5.19,1.06,922,78,0,0,0.22,0.24,3.76,5.19
200,100000,1000,1.0,4.0,0.28,0.17,0.13,5.19,0.63,971,29,0,0,0.17,0.17,0.17,3.87
200,100000,1000,10.0,0.0,3.81,3.76,0.11,5.19,0.83,4,996,0,0,3.76,4.97,5.08,5.19
200,100000,1000,10.0,1.1,2.65,3.21,0.05,5.19,1.84,330,670,0,0,3.21,4.75,5.08,5.19
200,100000,1000,10.0,1.6,0.75,0.23,0.05,27.53,1.57,863,136,1,0,0.23,3.21,4.53,5.08
200,100000,1000,10.0,2.2,0.39,0.1,0.05,13.1,1.02,918,81,1,0,0.1,0.21,3.1,4.31
200,100000,1000,10.0,4.0,0.38,0.18,0.17,21.98,1.22,957,41,2,0,0.18,0.18,0.18,3.98
200,100000,100000,0.2,0.0,3.87,3.87,0.05,5.19,0.8,23,99977,0,0,3.87,4.97,5.08,5.19
200,100000,100000,0.2,1.1,3.55,3.87,0.05,5.19,1.37,10587,89413,0,0,3.87,4.97,5.08,5.19
200,100000,100000,0.2,1.6,1.46,0.25,0.05,5.19,1.73,63879,36121,0,0,0.25,4.31,4.64,5.19
200,100000,100000,0.2,2.2,0.97,0.24,0.06,5.19,1.58,81906,18094,0,0,0.24,4.31,4.75,5.19
200,100000,100000,0.2,4.0,0.41,0.18,0.11,5.19,0.87,93235,6765,0,0,0.18,0.18,3.32,3.98
200,100000,100000,1.0,0.0,3.87,3.87,0.05,5.19,0.8,67,99933,0,0,3.87,4.97,5.08,5.19
200,100000,100000,1.0,1.1,3.04,3.43,0.05,5.19,1.71,22657,77343,0,0,3.43,4.86,5.08,5.19
200,100000,100000,1.0,1.6,0.96,0.18,0.05,5.19,1.58,79546,20454,0,0,0.18,4.09,4.75,5.19
200,100000,100000,1.0,2.2,0.5,0.25,0.06,5.19,0.94,92171,7829,0,0,0.25,0.25,3.32,4.53
200,100000,100000,1.0,4.0,0.35,0.26,0.11,5.08,0.62,97733,2267,0,0,0.26,0.26,0.26,4.42
200,100000,100000,10.0,0.0,3.84,3.87,0.05,5.19,0.84,623,99377,0,0,3.87,4.97,5.08,5.19
200,100000,100000,10.0,1.1,2.5,3.1,0.05,5.19,1.9,37353,62647,0,0,3.1,4.86,4.97,5.19
200,100000,100000,10.0,1.6,0.52,0.26,0.05,30.86,1.07,91258,8741,1,0,0.26,0.28,3.65,4.97
200,100000,100000,10.0,2.2,0.33,0.29,0.05,34.19,0.64,97589,2406,5,0,0.29,0.29,0.29,4.42
200,100000,100000,10.0,4.0,0.23,0.22,0.09,34.19,0.33,99495,500,5,0,0.22,0.22,0.22,0.22
2000,1000,1000,0.2,0.0,3.8,3.76,0.06,5.19,0.86,11,989,0,0,3.76,4.87,5.08,5.19
2000,1000,1000,0.2,1.1,3.44,3.54,0.06,5.19,1.39,112,888,0,0,3.54,4.86,4.97,5.19
2000,1000,1000,0.2,1.6,1.59,0.29,0.05,5.19,1.77,616,384,0,0,0.29,4.53,4.97,5.19
2000,1000,1000,0.2,2.2,0.96,0.29,0.08,5.19,1.57,834,166,0,0,0.29,4.2,4.86,5.19
2000,1000,1000,0.2,4.0,0.6,0.29,0.13,5.19,1.1,922,78,0,0,0.29,0.29,3.43,5.19
2000,1000,1000,1.0,0.0,3.63,3.76,0.05,5.19,1.21,64,936,0,0,3.76,4.97,5.08,5.19
2000,1000,1000,1.0,1.1,3.0,3.43,0.05,5.19,1.7,228,772,0,0,3.43,4.86,5.08,5.19
2000,1000,1000,1.0,1.6,0.93,0.19,0.09,5.19,1.53,803,197,0,0,0.19,4.09,4.42,4.97
2000,1000,1000,1.0,2.2,0.49,0.13,0.07,5.19,1.14,906,94,0,0,0.13,0.23,3.87,4.97
2000,1000,1000,1.0,4.0,0.31,0.21,0.13,4.31,0.61,972,28,0,0,0.21,0.21,0.21,4.31
2000,1000,1000,10.0,0.0,2.76,3.32,0.05,5.19,1.82,302,698,0,0,3.32,4.86,5.08,5.19
2000,1000,1000,10.0,1.1,2.21,2.66,0.05,5.19,1.94,455,545,0,0,2.66,4.75,4.97,5.19
2000,1000,1000,10.0,1.6,0.68,0.12,0.05,5.19,1.34,855,145,0,0,0.12,3.32,4.42,4.97
2000,1000,1000,10.0,2.2,0.78,0.29,0.07,34.19,2.58,920,75,5,0,0.29,0.29,5.08,5.19
2000,1000,1000,10.0,4.0,0.33,0.16,0.16,19.76,0.96,959,40,1,0,0.16,0.21,0.23,4.2
2000,1000,100000,0.2,0.0,3.79,3.76,0.05,5.19,0.88,1190,98810,0,0,3.76,4.97,5.08,5.19
2000,1000,100000,0.2,1.1,3.56,3.87,0.05,5.19,1.4,11424,88576,0,0,3.87,4.97,5.08,5.19
2000,1000,100000,0.2,1.6,1.49,0.16,0.05,5.19,1.81,64065,35935,0,0,0.16,4.31,4.75,5.08
2000,1000,100000,0.2,2.2,0.9,0.25,0.05,5.19,1.47,81974,18026,0,0,0.25,4.09,4.64,4.75
2000,1000,100000,0.2,4.0,0.61,0.27,0.2,5.08,1.19,92598,7402,0,0,0.27,0.27,4.97,4.97
2000,1000,100000,1.0,0.0,3.67,3.87,0.05,5.19,1.14,5668,94332,0,0,3.87,4.97,5.08,5.19
2000,1000,100000,1.0,1.1,2.92,3.32,0.05,5.19,1.76,25780,74220,0,0,3.32,4.86,5.08,5.19
2000,1000,100000,1.0,1.6,0.87,0.1,0.05,5.19,1.55,79686,20314,0,0,0.1,3.87,4.64,5.19
2000,1000,100000,1.0,2.2,0.46,0.17,0.05,5.19,1.04,92560,7440,0,0,0.17,0.28,3.87,4.86
2000,1000,100000,1.0,4.0,0.15,0.08,0.05,5.08,0.5,98111,1889,0,0,0.08,0.08,0.13,3.43
2000,1000,100000,10.0,0.0,2.28,2.77,0.05,5.19,1.95,43751,56249,0,0,2.77,4.75,5.08,5.19
2000,1000,100000,10.0,1.1,1.77,0.26,0.05,5.19,1.91,56846,43154,0,0,0.26,4.53,4.97,5.19
2000,1000,100000,10.0,1.6,0.49,0.18,0.05,5.19,1.07,91444,8556,0,0,0.18,0.29,3.65,4.97
2000,1000,100000,10.0,2.2,0.29,0.22,0.06,29.75,0.61,97760,2235,5,0,0.22,0.23,0.25,4.31
2000,1000,100000,10.0,4.0,0.25,0.23,0.12,34.19,0.36,99512,483,5,0,0.23,0.23,0.23,0.29
2000,10000,1000,0.2,0.0,3.85,3.87,0.11,5.19,0.82,2,998,0,0,3.87,4.97,5.08,5.19
2000,10000,1000,0.2,1.1,3.37,3.65,0.05,5.19,1.36,113,887,0,0,3.65,4.86,4.97,5.19
2000,10000,1000,0.2,1.6,1.64,0.23,0.08,5.19,1.89,623,377,0,0,0.23,4.54,4.97,5.08
2000,10000,1000,0.2,2.2,1.01,0.29,0.06,5.19,1.54,800,200,0,0,0.29,3.98,5.19,5.19
2000,10000,1000,0.2,4.0,0.32,0.11,0.11,4.64,0.82,936,64,0,0,0.11,0.11,3.1,3.87
2000,10000,1000,1.0,0.0,3.8,3.76,0.07,5.19,0.84,6,994,0,0,3.76,4.97,5.08,5.19
2000,10000,1000,1.0,1.1,3.05,3.43,0.05,5.19,1.72,231,769,0,0,3.43,4.97,5.08,5.19
2000,10000,1000,1.0,1.6,0.86,0.06,0.05,5.19,1.56,797,203,0,0,0.06,3.98,4.64,4.97
2000,10000,1000,1.0,2.2,0.52,0.24,0.06,5.19,1.07,915,85,0,0,0.24,0.24,3.76,5.08
2000,10000,1000,1.0,4.0,0.33,0.23,0.1,4.53,0.63,975,25,0,0,0.23,0.23,0.23,4.53
2000,10000,1000,10.0,0.0,3.69,3.76,0.05,5.19,1.05,41,959,0,0,3.76,4.97,5.08,5.19
2000,10000,1000,10.0,1.1,2.61,3.1,0.05,5.19,1.87,344,656,0,0,3.1,4.86,4.97,5.19
2000,10000,1000,10.0,1.6,0.65,0.11,0.05,5.19,1.33,855,145,0,0,0.11,3.21,4.2,5.08
2000,10000,1000,10.0,2.2,0.36,0.1,0.05,5.19,0.9,937,63,0,0,0.1,0.24,3.1,4.64
2000,10000,1000,10.0,4.0,0.2,0.08,0.08,5.19,0.58,963,37,0,0,0.08,0.11,0.26,2.88
2000,10000,100000,0.2,0.0,3.87,3.87,0.05,5.19,0.8,131,99869,0,0,3.87,4.97,5.08,5.19
2000,10000,100000,0.2,1.1,3.47,3.76,0.05,5.19,1.36,10885,89115,0,0,3.76,4.86,5.08,5.19
2000,10000,100000,0.2,1.6,1.52,0.22,0.05,5.19,1.81,63805,36195,0,0,0.22,4.64,5.19,5.19
2000,10000,100000,0.2,2.2,0.64,0.05,0.05,5.19,1.33,83483,16517,0,0,0.05,3.21,4.31,4.86
2000,10000,100000,0.2,4.0,0.31,0.08,0.08,5.19,0.9,94195,5805,0,0,0.08,0.08,2.88,4.2
2000,10000,100000,1.0,0.0,3.84,3.87,0.05,5.19,0.84,578,99422,0,0,3.87,4.97,5.08,5.19
2000,10000,100000,1.0,1.1,3.02,3.43,0.05,5.19,1.69,22926,77074,0,0,3.43,4.86,5.08,5.19
2000,10000,100000,1.0,1.6,0.94,0.21,0.05,5.19,1.52,79696,20304,0,0,0.21,3.87,4.53,5.08
2000,10000,100000,1.0,2.2,0.57,0.29,0.05,5.19,1.05,92125,7875,0,0,0.29,0.29,3.54,5.19
2000,10000,100000,1.0,4.0,0.14,0.08,0.07,4.86,0.41,98158,1842,0,0,0.08,0.08,0.11,2.88
2000,10000,100000,10.0,0.0,3.67,3.76,0.05,5.19,1.16,5804,94196,0,0,3.76,4.97,5.08,5.19
2000,10000,100000,10.0,1.1,2.43,2.99,0.05,5.19,1.89,39065,60935,0,0,2.99,4.86,5.08,5.19
2000,10000,100000,10.0,1.6,0.48,0.11,0.05,5.19,1.08,91277,8723,0,0,0.11,0.28,3.65,4.97
2000,10000,100000,10.0,2.2,0.24,0.17,0.06,20.87,0.58,97699,2300,1,0,0.17,0.17,0.22,4.09
2000,10000,100000,10.0,4.0,0.19,0.16,0.06,19.76,0.28,99493,506,1,0,0.16,0.16,0.29,0.29
2000,100000,1000,0.2,0.0,3.89,3.87,2.55,5.19,0.8,0,1000,0,0,3.87,4.97,5.08,5.19
2000,100000,1000,0.2,1.1,3.58,3.76,0.07,5.19,1.31,92,908,0,0,3.76,4.86,5.08,5.19
2000,100000,1000,0.2,1.6,1.36,0.24,0.05,5.19,1.69,655,345,0,0,0.24,4.09,4.64,5.08
2000,100000,1000,0.2,2.2,0.64,0.07,0.06,5.19,1.3,830,170,0,0,0.07,2.88,3.87,5.08
2000,100000,1000,0.2,4.0,0.23,0.06,0.06,4.86,0.72,943,57,0,0,0.06,0.06,2.66,2.99
2000,100000,1000,1.0,0.0,3.86,3.87,2.55,5.19,0.79,0,1000,0,0,3.87,4.97,5.08,5.19
2000,100000,1000,1.0,1.1,3.03,3.43,0.05,5.19,1.7,222,778,0,0,3.43,4.86,5.08,5.19
2000,100000,1000,1.0,1.6,1.04,0.15,0.07,5.19,1.67,780,220,0,0,0.15,4.31,4.97,5.19
2000,100000,1000,1.0,2.2,0.36,0.12,0.05,4.97,0.87,926,74,0,0,0.12,0.16,2.79,4.2
2000,100000,1000,1.0,4.0,0.18,0.08,0.06,5.19,0.6,977,23,0,0,0.08,0.08,0.29,4.64
2000,100000,1000,10.0,0.0,3.86,3.87,2.55,5.19,0.79,0,1000,0,0,3.87,4.97,5.08,5.19
2000,100000,1000,10.0,1.1,2.56,3.1,0.05,5.19,1.84,345,655,0,0,3.1,4.75,4.97,5.19
2000,100000,1000,10.0,1.6,0.69,0.14,0.05,5.19,1.31,856,144,0,0,0.14,3.43,4.09,4.97
2000,100000,1000,10.0,2.2,0.44,0.14,0.05,17.54,1.1,923,76,1,0,0.14,0.24,3.54,4.64
2000,100000,1000,10.0,4.0,0.74,0.29,0.06,34.19,2.73,940,52,8,0,0.29,0.29,5.19,5.19
2000,100000,100000,0.2,0.0,3.87,3.87,0.09,5.19,0.8,12,99988,0,0,3.87,4.97,5.08,5.19
2000,100000,100000,0.2,1.1,3.53,3.76,0.05,5.19,1.38,10688,89312,0,0,3.76,4.97,5.19,5.19
2000,100000,100000,0.2,1.6,1.54,0.17,0.05,5.19,1.88,64102,35898,0,0,0.17,4.53,4.75,5.19
2000,100000,100000,0.2,2.2,0.87,0.21,0.05,5.19,1.53,82345,17655,0,0,0.21,3.98,4.75,5.19
2000,100000,100000,0.2,4.0,0.57,0.27,0.09,5.19,1.08,92649,7351,0,0,0.27,0.27,4.2,4.97
2000,100000,100000,1.0,0.0,3.87,3.87,0.05,5.19,0.8,64,99936,0,0,3.87,4.97,5.08,5.19
2000,100000,100000,1.0,1.1,3.02,3.43,0.05,5.19,1.69,22681,77319,0,0,3.43,4.86,5.08,5.19
2000,100000,100000,1.0,1.6,0.85,0.12,0.05,5.19,1.52,79816,20184,0,0,0.12,3.76,4.42,4.97
2000,100000,100000,1.0,2.2,0.41,0.11,0.05,5.19,1.01,92451,7549,0,0,0.11,0.21,3.76,4.53
2000,100000,100000,1.0,4.0,0.14,0.06,0.06,4.64,0.48,98092,1908,0,0,0.06,0.06,0.24,3.32
2000,100000,100000,10.0,0.0,3.85,3.87,0.05,5.19,0.84,627,99373,0,0,3.87,4.97,5.08,5.19
2000,100000,100000,10.0,1.1,2.51,3.1,0.05,5.19,1.89,37182,62818,0,0,3.1,4.86,5.08,5.19
2000,100000,100000,10.0,1.6,0.44,0.11,0.05,5.19,1.09,91259,8741,0,0,0.11,0.29,3.65,4.86
2000,100000,100000,10.0,2.2,0.22,0.13,0.05,16.43,0.59,97664,2335,1,0,0.13,0.17,0.2,4.2
2000,100000,100000,10.0,4.0,0.27,0.26,0.11,30.86,0.35,99525,470,5,0,0.26,0.26,0.26,0.26
