Timestamp,StatusCode,E2ELatency,InternalLatency
2,200,0.985,0.979
2,200,0.127,0.125
2,200,0.126,0.124
2,200,0.119,0.117
2,200,0.117,0.115
3,200,0.118,0.116
3,200,0.119,0.115
3,200,0.119,0.115
4,200,0.118,0.115
4,200,0.117,0.115
4,200,0.117,0.115
4,200,0.117,0.115
5,200,0.117,0.115
13,200,0.118,0.115
13,200,0.118,0.115
14,200,0.119,0.115
16,200,0.118,0.114
16,200,0.118,0.115
17,200,0.119,0.116
17,200,0.117,0.115
17,200,0.117,0.114
17,200,0.117,0.115
17,200,0.117,0.115
19,200,0.119,0.115
19,200,0.118,0.115
19,200,0.118,0.115
20,200,0.119,0.115
22,200,0.118,0.115
22,200,0.118,0.114
26,200,0.118,0.114
27,200,0.118,0.115
31,200,0.118,0.114
31,200,0.117,0.114
32,200,0.119,0.115
32,200,0.119,0.115
32,200,0.118,0.114
33,200,0.119,0.115
33,200,0.117,0.115
33,200,0.116,0.114
33,200,0.116,0.114
34,200,0.116,0.114
34,200,0.124,0.121
34,200,0.118,0.115
35,200,0.118,0.114
44,200,0.117,0.114
46,200,0.118,0.114
46,200,0.118,0.114
46,200,0.117,0.113
47,200,0.117,0.113
47,200,0.117,0.114
48,200,0.118,0.114
49,200,0.118,0.114
51,200,0.118,0.114
52,200,0.117,0.114
53,200,0.118,0.113
53,200,0.118,0.114
55,200,0.118,0.114
59,200,0.118,0.114
60,200,0.118,0.114
61,200,0.12,0.116
61,200,0.118,0.114
62,200,0.118,0.114
62,200,0.117,0.114
62,200,0.118,0.114
64,200,0.118,0.114
64,200,0.119,0.116
64,200,0.117,0.113
65,200,0.117,0.113
65,200,0.116,0.113
65,200,0.116,0.114
65,200,0.116,0.114
69,200,0.118,0.114
71,200,0.117,0.113
73,200,0.181,0.177
73,200,0.116,0.113
73,200,0.115,0.113
73,200,0.117,0.115
74,200,0.116,0.114
74,200,0.117,0.113
74,200,0.117,0.114
75,200,0.122,0.117
76,200,0.118,0.114
76,200,0.117,0.114
76,200,0.118,0.115
77,200,0.118,0.114
78,200,0.117,0.114
79,200,0.119,0.114
79,200,0.117,0.114
81,200,0.118,0.114
82,200,0.117,0.113
85,200,0.118,0.115
85,200,0.118,0.114
86,200,0.118,0.114
86,200,0.115,0.113
86,200,0.115,0.113
86,200,0.115,0.113
