HashOwner,Total Invocation,15min_Alls_g,Ratio
2c88ba218c470893344bf48e5aa962139cd3b21004ca4a750a6f869a516b7ad4,19298,4862,0.25194320654990154
0f5993ce203479c83303749bac12b7ce93f095718e059e07b665fcc9635cfa03,12,10,0.8333333333333334
2c091873f565a9853ac2411fbd1d8c402f8f515c3616e5bb4a24d6562d025313,48,48,1.0
2c091873f565a9853ac2411fbd1d8c402f8f515c3616e5bb4a24d6562d025313,1411,145,0.10276399716513111
23f5e44ba19eae4690a862e12620f66b650913fe054555280f10251db74f9428,48,48,1.0
23f5e44ba19eae4690a862e12620f66b650913fe054555280f10251db74f9428,48,48,1.0
a378c9a2ec852737d0cb8c3eefc8e072d45a10355320146d4af3c509cb8dc18a,2,2,1.0
a378c9a2ec852737d0cb8c3eefc8e072d45a10355320146d4af3c509cb8dc18a,2,2,1.0
d6cda23e7ea9a58777031440fd9701cfd06164428f76a30ad608a0b8672a69ad,1,1,1.0
0bd7c53475f88d5abf36165d5e53d59bee2bc29454cfa77b9c7ed135a5389801,1,1,1.0
0bd7c53475f88d5abf36165d5e53d59bee2bc29454cfa77b9c7ed135a5389801,1,1,1.0
0bd7c53475f88d5abf36165d5e53d59bee2bc29454cfa77b9c7ed135a5389801,1,1,1.0
3df93bcf19dee091cfafb783d4b51e4c1f9b2943736df0a389b36dd5a7a642ff,1,1,1.0
affeb7f4ad8e86c65bf6993c0b65f6f76c000e89b837e95027c18918f1a01190,48,48,1.0
affeb7f4ad8e86c65bf6993c0b65f6f76c000e89b837e95027c18918f1a01190,192,192,1.0
affeb7f4ad8e86c65bf6993c0b65f6f76c000e89b837e95027c18918f1a01190,288,72,0.25
205e9a70663a0d81e9766a56e552c6604f706b43f8a50506fab65ab9e0648e61,24,24,1.0
e17cd3c8638d0d10f4cbe557c72ab4ff34d07aee7f3752c0d557e905aed36a98,287,72,0.2508710801393728
b86236f62da53525bc7824e60a965d8801d7beddf4e1378a466c6e32a9321be3,1,1,1.0
7ccada3733609f4fc06f0cf4f18514cd66206d0876a63d6b8741879cce70c552,96,48,0.5
41f98b439eb6fc4994a708a70b47f43e5a7b14ac6a74e1ef69b70ed665ceeab9,17,15,0.8823529411764706
41f98b439eb6fc4994a708a70b47f43e5a7b14ac6a74e1ef69b70ed665ceeab9,36,31,0.8611111111111112
41f98b439eb6fc4994a708a70b47f43e5a7b14ac6a74e1ef69b70ed665ceeab9,1,1,1.0
c5604b8bdf9511b65f0dbd1fc25353be8a435770df749127ba4a88c2484739ea,1440,90,0.0625
c5604b8bdf9511b65f0dbd1fc25353be8a435770df749127ba4a88c2484739ea,1440,90,0.0625
56056d90179dcb1dfe5b4f24e93018fb54231f833e937c29c8d4bd16031338e1,288,72,0.25
440b9b841161d3ba5666301a04246b93f9dc8e23baae4f1a2b2880a65742e82d,48,48,1.0
1f3ed5175c34cb4bfc49e3fc1391f0e007619c2141643ca382879aeb8b147a71,24,24,1.0
1f3ed5175c34cb4bfc49e3fc1391f0e007619c2141643ca382879aeb8b147a71,24,24,1.0
2b9a15476e8c4213572c3ae369c667f4d8b3bae1a7d4fa0f49c1f27707763ccb,288,72,0.25
2b9a15476e8c4213572c3ae369c667f4d8b3bae1a7d4fa0f49c1f27707763ccb,288,72,0.25
c918f848710a3548d62b12f2b8243630097feed8460ec07ee2e1d82280e4dc90,1,1,1.0
c918f848710a3548d62b12f2b8243630097feed8460ec07ee2e1d82280e4dc90,1,1,1.0
c918f848710a3548d62b12f2b8243630097feed8460ec07ee2e1d82280e4dc90,4,4,1.0
5b329ace9b7c648d41be33edd10f8cec874e37e9ddeea8dbafbe14d31246f4ed,4,4,1.0
5b329ace9b7c648d41be33edd10f8cec874e37e9ddeea8dbafbe14d31246f4ed,12,12,1.0
bda6e53364b815f17351ea5dec9f1eff939c02b2cf05b9b03a047c27eaced669,288,72,0.25
dac9b8cd817c5c1248fea5fa522a080dbb7f156ba75ab74f541f41e4e436d062,288,72,0.25
aed35d9eaca0c29fbf4ed410c158c3c3f17c5427089550e4fe5646ff06021d45,2,2,1.0
aed35d9eaca0c29fbf4ed410c158c3c3f17c5427089550e4fe5646ff06021d45,40,14,0.35
aed35d9eaca0c29fbf4ed410c158c3c3f17c5427089550e4fe5646ff06021d45,2,2,1.0
aed35d9eaca0c29fbf4ed410c158c3c3f17c5427089550e4fe5646ff06021d45,2,2,1.0
aed35d9eaca0c29fbf4ed410c158c3c3f17c5427089550e4fe5646ff06021d45,16,4,0.25
aed35d9eaca0c29fbf4ed410c158c3c3f17c5427089550e4fe5646ff06021d45,2,2,1.0
aed35d9eaca0c29fbf4ed410c158c3c3f17c5427089550e4fe5646ff06021d45,2,2,1.0
aed35d9eaca0c29fbf4ed410c158c3c3f17c5427089550e4fe5646ff06021d45,2,2,1.0
a069f7a1e88b6795c0ec92248232c572760e7904a886b66922f2b3d99bc4bc3a,1,1,1.0
a069f7a1e88b6795c0ec92248232c572760e7904a886b66922f2b3d99bc4bc3a,135,135,1.0
a069f7a1e88b6795c0ec92248232c572760e7904a886b66922f2b3d99bc4bc3a,24,24,1.0
a069f7a1e88b6795c0ec92248232c572760e7904a886b66922f2b3d99bc4bc3a,2520,2520,1.0
b043a217ee31a1ceeb15f53df16c5fb0410819f4b724e380892a8ef6a6e3d679,215,186,0.8651162790697674
b043a217ee31a1ceeb15f53df16c5fb0410819f4b724e380892a8ef6a6e3d679,478,82,0.17154811715481172
b043a217ee31a1ceeb15f53df16c5fb0410819f4b724e380892a8ef6a6e3d679,216,213,0.9861111111111112
b043a217ee31a1ceeb15f53df16c5fb0410819f4b724e380892a8ef6a6e3d679,145,72,0.496551724137931
b043a217ee31a1ceeb15f53df16c5fb0410819f4b724e380892a8ef6a6e3d679,49,48,0.9795918367346939
b043a217ee31a1ceeb15f53df16c5fb0410819f4b724e380892a8ef6a6e3d679,1,1,1.0
b043a217ee31a1ceeb15f53df16c5fb0410819f4b724e380892a8ef6a6e3d679,1,1,1.0
b043a217ee31a1ceeb15f53df16c5fb0410819f4b724e380892a8ef6a6e3d679,73,72,0.9863013698630136
71897c0a60a09ea1a14abbaffab2dbb3cfe9f4c02d34f0b2f48599cb427e721a,15,15,1.0
1547b53995c5e296d58796faddb88c8aacd10485f3136d83ac4ac6db0c094592,24,24,1.0
1547b53995c5e296d58796faddb88c8aacd10485f3136d83ac4ac6db0c094592,288,72,0.25
1a1c18a0bdab88a11386080e7784d4e883d0519211575aa6c8a469113d77c0d4,24,21,0.875
1a1c18a0bdab88a11386080e7784d4e883d0519211575aa6c8a469113d77c0d4,1,1,1.0
1a1c18a0bdab88a11386080e7784d4e883d0519211575aa6c8a469113d77c0d4,1,1,1.0
779838c2a1d980a6dd821b2f73af82868ecec76f8e9be3f51083f7757e0da9e7,2160,270,0.125
779838c2a1d980a6dd821b2f73af82868ecec76f8e9be3f51083f7757e0da9e7,720,88,0.12222222222222222
779838c2a1d980a6dd821b2f73af82868ecec76f8e9be3f51083f7757e0da9e7,720,90,0.125
779838c2a1d980a6dd821b2f73af82868ecec76f8e9be3f51083f7757e0da9e7,720,90,0.125
1dca929818caf92ff4f6015e41263b4fe4a176e1c18bdbbf411601b18b91772f,18,7,0.3888888888888889
2dd42f575ed1a09afe0514feb24e6aa0728371dbe7d0c55f43a2d6e0b17952a7,288,72,0.25
80d9858c0cae256d452af679b4e198a4ac02a1f620d82111e38964f97a11c431,287,73,0.25435540069686413
80d9858c0cae256d452af679b4e198a4ac02a1f620d82111e38964f97a11c431,1,1,1.0
80d9858c0cae256d452af679b4e198a4ac02a1f620d82111e38964f97a11c431,1,1,1.0
f84366954b3cc26e9b70c3b54a10c1a03fc550b9e1a2d513f59a2e8cbd86cfb2,1,1,1.0
55d827198bfc5c82023c4f300b55eb309e700a1e3bc55c53b217d0c254337970,1,1,1.0
663f337c78a762101dd6d1a18c5b1841c633623e5749058ae7dbcad7f0799d5a,1,1,1.0
43d53514c73c98416676ce55c0e5a4ae5ad9185996be11cb1545099af86a1e06,288,72,0.25
b7c5a03b3954680867d84caf4f8c560a800db6227bc52b94f07aa6be9970a685,8597,540,0.06281260904966848
b7c5a03b3954680867d84caf4f8c560a800db6227bc52b94f07aa6be9970a685,288,73,0.2534722222222222
b7c5a03b3954680867d84caf4f8c560a800db6227bc52b94f07aa6be9970a685,936,196,0.2094017094017094
d69167ad3d348a3edbf6aaa07240c4e21f911a9b0322e6b240461e15a8dd3c71,268,130,0.48507462686567165
f171c226f504fc595200f05e2fa88e6b9f61fa4df514a33d29f5cf884a8b773e,1,1,1.0
f171c226f504fc595200f05e2fa88e6b9f61fa4df514a33d29f5cf884a8b773e,2166,184,0.08494921514312095
30f65f4f0dbab0d7184a94e5541f9c43b873a20b86d755b1ca499024e527b3ee,1,1,1.0
30f65f4f0dbab0d7184a94e5541f9c43b873a20b86d755b1ca499024e527b3ee,2,2,1.0
30f65f4f0dbab0d7184a94e5541f9c43b873a20b86d755b1ca499024e527b3ee,1,1,1.0
6278a8827e242e3102aa134abf7d575166ba151ffdeff9091ee7fee6e9f4d13e,2,2,1.0
6278a8827e242e3102aa134abf7d575166ba151ffdeff9091ee7fee6e9f4d13e,4,4,1.0
6278a8827e242e3102aa134abf7d575166ba151ffdeff9091ee7fee6e9f4d13e,4,4,1.0
6278a8827e242e3102aa134abf7d575166ba151ffdeff9091ee7fee6e9f4d13e,6,6,1.0
6278a8827e242e3102aa134abf7d575166ba151ffdeff9091ee7fee6e9f4d13e,8,8,1.0
985370ff764e5715a7b4baf46d1d0a029a3356ededa5e77e94cfd52eec414622,1,1,1.0
985370ff764e5715a7b4baf46d1d0a029a3356ededa5e77e94cfd52eec414622,1,1,1.0
985370ff764e5715a7b4baf46d1d0a029a3356ededa5e77e94cfd52eec414622,1,1,1.0
05725dc036c11387939ec98b4925be499088154b796d57835c7e731bc4dc0c54,24,24,1.0
dcaab5d1de30c0dab8b00513ea54b762f792dfea95dd605a09a16cf61c3184e4,1,1,1.0
dcaab5d1de30c0dab8b00513ea54b762f792dfea95dd605a09a16cf61c3184e4,12,12,1.0
dcaab5d1de30c0dab8b00513ea54b762f792dfea95dd605a09a16cf61c3184e4,1,1,1.0
dcaab5d1de30c0dab8b00513ea54b762f792dfea95dd605a09a16cf61c3184e4,24,24,1.0
dcaab5d1de30c0dab8b00513ea54b762f792dfea95dd605a09a16cf61c3184e4,1,1,1.0
dcaab5d1de30c0dab8b00513ea54b762f792dfea95dd605a09a16cf61c3184e4,1,1,1.0
dcaab5d1de30c0dab8b00513ea54b762f792dfea95dd605a09a16cf61c3184e4,722,91,0.1260387811634349
dcaab5d1de30c0dab8b00513ea54b762f792dfea95dd605a09a16cf61c3184e4,144,72,0.5
dcaab5d1de30c0dab8b00513ea54b762f792dfea95dd605a09a16cf61c3184e4,1,1,1.0
dcaab5d1de30c0dab8b00513ea54b762f792dfea95dd605a09a16cf61c3184e4,1,1,1.0
627515b36d544c7f6d5bfe3aa08fbcee7201a8fa20a92785f8dcd5ccef2127fe,102,20,0.19607843137254902
f09dcc1346e827d90cdae13d25fb593a071e9e934c45c2ae7aba6b9979668bca,48,48,1.0
f09dcc1346e827d90cdae13d25fb593a071e9e934c45c2ae7aba6b9979668bca,1,1,1.0
f09dcc1346e827d90cdae13d25fb593a071e9e934c45c2ae7aba6b9979668bca,8,8,1.0
f09dcc1346e827d90cdae13d25fb593a071e9e934c45c2ae7aba6b9979668bca,8,8,1.0
2494f1c45009a130ba90a7beeb6d320ce4134e61547baceb53a2734cca12ddf0,61,8,0.13114754098360656
0826857a23be91e5c8654a6fb5554f75d3611a2714bdaa77c3534132d3be8f3e,28,28,1.0
0826857a23be91e5c8654a6fb5554f75d3611a2714bdaa77c3534132d3be8f3e,1,1,1.0
0826857a23be91e5c8654a6fb5554f75d3611a2714bdaa77c3534132d3be8f3e,24,24,1.0
0826857a23be91e5c8654a6fb5554f75d3611a2714bdaa77c3534132d3be8f3e,3,3,1.0
7e822fa16a75c32b66cb0dd0d79a13e95edf422d02af5362d50a3d54fc8e9be1,95,74,0.7789473684210526
7e822fa16a75c32b66cb0dd0d79a13e95edf422d02af5362d50a3d54fc8e9be1,2053,535,0.26059425231368727
7e822fa16a75c32b66cb0dd0d79a13e95edf422d02af5362d50a3d54fc8e9be1,1657,535,0.3228726614363307
7e822fa16a75c32b66cb0dd0d79a13e95edf422d02af5362d50a3d54fc8e9be1,1410,461,0.32695035460992905
7e822fa16a75c32b66cb0dd0d79a13e95edf422d02af5362d50a3d54fc8e9be1,1973,652,0.33046122655854027
7e822fa16a75c32b66cb0dd0d79a13e95edf422d02af5362d50a3d54fc8e9be1,1240,398,0.3209677419354839
7e822fa16a75c32b66cb0dd0d79a13e95edf422d02af5362d50a3d54fc8e9be1,1644,425,0.25851581508515814
7e822fa16a75c32b66cb0dd0d79a13e95edf422d02af5362d50a3d54fc8e9be1,1791,609,0.34003350083752093
1c7d18ed2d940238dcb8a39871bc007d01723a7c3127d27811b2530a7b8f24c0,24,24,1.0
754cb65ff9de08197ef2c5375dcff187f99eba1183f703a4e583892bd0b409ae,93,57,0.6129032258064516
754cb65ff9de08197ef2c5375dcff187f99eba1183f703a4e583892bd0b409ae,1440,90,0.0625
ab0b0651e2acfbe349aff0a37261be73d852f39f2d2be16388bb17eb35f3a468,12,12,1.0
ab0b0651e2acfbe349aff0a37261be73d852f39f2d2be16388bb17eb35f3a468,1,1,1.0
ab0b0651e2acfbe349aff0a37261be73d852f39f2d2be16388bb17eb35f3a468,1,1,1.0
ab0b0651e2acfbe349aff0a37261be73d852f39f2d2be16388bb17eb35f3a468,1,1,1.0
056a91c8e1ce82c9fa965be58078125162574efd49fb8e0c6748d6b117504131,3,3,1.0
056a91c8e1ce82c9fa965be58078125162574efd49fb8e0c6748d6b117504131,1,1,1.0
056a91c8e1ce82c9fa965be58078125162574efd49fb8e0c6748d6b117504131,1,1,1.0
056a91c8e1ce82c9fa965be58078125162574efd49fb8e0c6748d6b117504131,2,2,1.0
056a91c8e1ce82c9fa965be58078125162574efd49fb8e0c6748d6b117504131,2,2,1.0
056a91c8e1ce82c9fa965be58078125162574efd49fb8e0c6748d6b117504131,4,4,1.0
056a91c8e1ce82c9fa965be58078125162574efd49fb8e0c6748d6b117504131,1,1,1.0
056a91c8e1ce82c9fa965be58078125162574efd49fb8e0c6748d6b117504131,2,2,1.0
f8401b7cee40c9db1775141c82d799e782a9b86f171ff077a7ec06efd3e70169,1,1,1.0
8cf00c419d5a57cc8565cfa252f18f68b6da06a458e2ba93ca29451035393732,96,48,0.5
088f1805e4854e9ebcd27290535f95588cbd946d187294875796b7dc06ee5cf6,1441,146,0.10131852879944483
9efd0edd2f5f1a0ffa8405a048cdbfbc030ca021a842cf2b713a88d549cd6481,12553,1409,0.11224408507926392
9efd0edd2f5f1a0ffa8405a048cdbfbc030ca021a842cf2b713a88d549cd6481,33389,3811,0.11413938722333702
9efd0edd2f5f1a0ffa8405a048cdbfbc030ca021a842cf2b713a88d549cd6481,2941,405,0.13770826249574974
9efd0edd2f5f1a0ffa8405a048cdbfbc030ca021a842cf2b713a88d549cd6481,16,15,0.9375
46cb29424a46efee7094a1e5f62e3c9adc7b34e9c000ac622c4305cc66339106,14,14,1.0
46cb29424a46efee7094a1e5f62e3c9adc7b34e9c000ac622c4305cc66339106,23,18,0.782608695652174
43c5a32028b5ea6b2da2533e50f301fca9cf09c25422ad65a1dc67e2f5523e83,1454,97,0.06671251719394773
e991ab90a666f0b49aa1baa8d77f0e71acc83e4e8d446401f5cd62a5d792ba85,2,2,1.0
e991ab90a666f0b49aa1baa8d77f0e71acc83e4e8d446401f5cd62a5d792ba85,16031,4896,0.3054082714740191
5929411591ac0b2c32f81dd25d7c663c7729d18ccc9bd2c8d85ca207c3ad29e1,3,3,1.0
5929411591ac0b2c32f81dd25d7c663c7729d18ccc9bd2c8d85ca207c3ad29e1,1442,157,0.108876560332871
5929411591ac0b2c32f81dd25d7c663c7729d18ccc9bd2c8d85ca207c3ad29e1,1441,157,0.10895211658570438
dfc3df8d0ececa7d82d0f7b3d8b639868dfc7709c42912dacaf0dc885e3461a1,36,10,0.2777777777777778
dfc3df8d0ececa7d82d0f7b3d8b639868dfc7709c42912dacaf0dc885e3461a1,1,1,1.0
dfc3df8d0ececa7d82d0f7b3d8b639868dfc7709c42912dacaf0dc885e3461a1,1,1,1.0
dfc3df8d0ececa7d82d0f7b3d8b639868dfc7709c42912dacaf0dc885e3461a1,24,7,0.2916666666666667
dfc3df8d0ececa7d82d0f7b3d8b639868dfc7709c42912dacaf0dc885e3461a1,1,1,1.0
dfc3df8d0ececa7d82d0f7b3d8b639868dfc7709c42912dacaf0dc885e3461a1,17408,1545,0.08875229779411764
dfc3df8d0ececa7d82d0f7b3d8b639868dfc7709c42912dacaf0dc885e3461a1,20830,2594,0.12453192510801728
dfc3df8d0ececa7d82d0f7b3d8b639868dfc7709c42912dacaf0dc885e3461a1,1833,201,0.10965630114566285
dfc3df8d0ececa7d82d0f7b3d8b639868dfc7709c42912dacaf0dc885e3461a1,14470,6842,0.4728403593642018
dfc3df8d0ececa7d82d0f7b3d8b639868dfc7709c42912dacaf0dc885e3461a1,96,49,0.5104166666666666
dfc3df8d0ececa7d82d0f7b3d8b639868dfc7709c42912dacaf0dc885e3461a1,3837,1166,0.30388324211623663
13d0332049ec0acc582b5703892e1f9bb6715d46a9e3cdcac3dfed6b90446ec5,1,1,1.0
13d0332049ec0acc582b5703892e1f9bb6715d46a9e3cdcac3dfed6b90446ec5,1,1,1.0
13d0332049ec0acc582b5703892e1f9bb6715d46a9e3cdcac3dfed6b90446ec5,1,1,1.0
13d0332049ec0acc582b5703892e1f9bb6715d46a9e3cdcac3dfed6b90446ec5,1,1,1.0
13d0332049ec0acc582b5703892e1f9bb6715d46a9e3cdcac3dfed6b90446ec5,1,1,1.0
93e90c89db6e4ff1d6095a84850b069c2875a42fba75a1fd3bfc21d9a78cf5b8,1,1,1.0
93e90c89db6e4ff1d6095a84850b069c2875a42fba75a1fd3bfc21d9a78cf5b8,1,1,1.0
40e35e2f4b022fe0f3c811d3dbdf449083cad32e5ad223c6dbc66028f93b783f,288,72,0.25
0f25a008a0d2e93489adfeb41fa54ad895487fd6d25557c2498dcd0d797bfe4d,71,47,0.6619718309859155
0f25a008a0d2e93489adfeb41fa54ad895487fd6d25557c2498dcd0d797bfe4d,1,1,1.0
0f25a008a0d2e93489adfeb41fa54ad895487fd6d25557c2498dcd0d797bfe4d,71,48,0.676056338028169
8d2578ed77a8dc7de6ddb1ea632f9e50d9df4001d71e2be3ca490845c4a17f2c,1,1,1.0
8d2578ed77a8dc7de6ddb1ea632f9e50d9df4001d71e2be3ca490845c4a17f2c,268,68,0.2537313432835821
8d2578ed77a8dc7de6ddb1ea632f9e50d9df4001d71e2be3ca490845c4a17f2c,47,46,0.9787234042553191
8d2578ed77a8dc7de6ddb1ea632f9e50d9df4001d71e2be3ca490845c4a17f2c,1,1,1.0
8d2578ed77a8dc7de6ddb1ea632f9e50d9df4001d71e2be3ca490845c4a17f2c,1,1,1.0
8a8331fba0e8712951460de2423def9f9d8f231f3d8f1e9f437824dd328da64c,24,24,1.0
8a8331fba0e8712951460de2423def9f9d8f231f3d8f1e9f437824dd328da64c,1440,90,0.0625
8a8331fba0e8712951460de2423def9f9d8f231f3d8f1e9f437824dd328da64c,4,4,1.0
8a8331fba0e8712951460de2423def9f9d8f231f3d8f1e9f437824dd328da64c,24,24,1.0
8a8331fba0e8712951460de2423def9f9d8f231f3d8f1e9f437824dd328da64c,69,64,0.927536231884058
8a8331fba0e8712951460de2423def9f9d8f231f3d8f1e9f437824dd328da64c,10,8,0.8
8a8331fba0e8712951460de2423def9f9d8f231f3d8f1e9f437824dd328da64c,1440,90,0.0625
8a8331fba0e8712951460de2423def9f9d8f231f3d8f1e9f437824dd328da64c,26,24,0.9230769230769231
201a2cf95c344d8792f9bce89243634d37ac018fcc9215ea7021bba0b4e252d7,1436,153,0.10654596100278552
201a2cf95c344d8792f9bce89243634d37ac018fcc9215ea7021bba0b4e252d7,140,75,0.5357142857142857
67c7cec531a51c58e152caa7c31dd81f78cef35f0473d5d7e2c41a4a1ed064af,4,4,1.0
67c7cec531a51c58e152caa7c31dd81f78cef35f0473d5d7e2c41a4a1ed064af,288,72,0.25
67c7cec531a51c58e152caa7c31dd81f78cef35f0473d5d7e2c41a4a1ed064af,288,75,0.2604166666666667
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,12,12,1.0
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,96,49,0.5104166666666666
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,12,12,1.0
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,1440,236,0.1638888888888889
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,479,121,0.25260960334029225
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,289,196,0.6782006920415224
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,96,48,0.5
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,96,50,0.5208333333333334
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,96,48,0.5
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,96,49,0.5104166666666666
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,72,47,0.6527777777777778
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,96,48,0.5
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,96,48,0.5
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,96,49,0.5104166666666666
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,2,2,1.0
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,1,1,1.0
8d467551aa9a79ea6af7d9ae266bc9f37fc85f3a1d4f4bf25c31c2061f35777d,2,2,1.0
b9c76af3d7dbd2a4f0b43a910c672679ae3fc875e8fddfa91b8e2642b86ed73d,2241,263,0.11735832217759928
44184820e1e34abd2d9dd83a5795194e5a3d9184e8d3a02c00fc5e31e31f5bf2,2,2,1.0
7c9551322c88fc3d0d85cda609612f34509c8bfe23d260b4b08d04d24b3cc1fd,1,1,1.0
7c9551322c88fc3d0d85cda609612f34509c8bfe23d260b4b08d04d24b3cc1fd,288,72,0.25
7c9551322c88fc3d0d85cda609612f34509c8bfe23d260b4b08d04d24b3cc1fd,4,4,1.0
7c9551322c88fc3d0d85cda609612f34509c8bfe23d260b4b08d04d24b3cc1fd,4,4,1.0
7c9551322c88fc3d0d85cda609612f34509c8bfe23d260b4b08d04d24b3cc1fd,1,1,1.0
7c9551322c88fc3d0d85cda609612f34509c8bfe23d260b4b08d04d24b3cc1fd,10,10,1.0
7c9551322c88fc3d0d85cda609612f34509c8bfe23d260b4b08d04d24b3cc1fd,288,72,0.25
7c9551322c88fc3d0d85cda609612f34509c8bfe23d260b4b08d04d24b3cc1fd,1,1,1.0
7c9551322c88fc3d0d85cda609612f34509c8bfe23d260b4b08d04d24b3cc1fd,1,1,1.0
7c9551322c88fc3d0d85cda609612f34509c8bfe23d260b4b08d04d24b3cc1fd,1,1,1.0
7c9551322c88fc3d0d85cda609612f34509c8bfe23d260b4b08d04d24b3cc1fd,3,3,1.0
7c9551322c88fc3d0d85cda609612f34509c8bfe23d260b4b08d04d24b3cc1fd,1,1,1.0
9574f117418e12da0b7c1358c501ba7a0a7bb962fc1fc746517f420182097a41,96,48,0.5
c1294d353233ada94533f4dab17529b2fc13422543b4100c29bddb6742579f07,22,7,0.3181818181818182
c1294d353233ada94533f4dab17529b2fc13422543b4100c29bddb6742579f07,1,1,1.0
c1294d353233ada94533f4dab17529b2fc13422543b4100c29bddb6742579f07,12,4,0.3333333333333333
c1294d353233ada94533f4dab17529b2fc13422543b4100c29bddb6742579f07,23,6,0.2608695652173913
35869f486b70ef161d8f3ec0bd684f4399892a92cd04b0daf1a2c45190222c69,1,1,1.0
7b726c5b5e1bbeea804c3665c574ebc562407e9fb54cd5e125631ed8f33714e0,2,2,1.0
7b726c5b5e1bbeea804c3665c574ebc562407e9fb54cd5e125631ed8f33714e0,2,2,1.0
7b726c5b5e1bbeea804c3665c574ebc562407e9fb54cd5e125631ed8f33714e0,2,2,1.0
7b726c5b5e1bbeea804c3665c574ebc562407e9fb54cd5e125631ed8f33714e0,2,2,1.0
25282dbefd7c9e6b672cab117bb4ea0d453c35a02c73c09527454f3bdb2af96c,1,1,1.0
25282dbefd7c9e6b672cab117bb4ea0d453c35a02c73c09527454f3bdb2af96c,18,18,1.0
570a8c210b80e31406f7b15afa2b9a7554e48d48fcea32093d0cceea5cafac19,360,90,0.25
570a8c210b80e31406f7b15afa2b9a7554e48d48fcea32093d0cceea5cafac19,360,90,0.25
570a8c210b80e31406f7b15afa2b9a7554e48d48fcea32093d0cceea5cafac19,360,90,0.25
570a8c210b80e31406f7b15afa2b9a7554e48d48fcea32093d0cceea5cafac19,360,90,0.25
570a8c210b80e31406f7b15afa2b9a7554e48d48fcea32093d0cceea5cafac19,24,24,1.0
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,1284,206,0.16043613707165108
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,93757,6705,0.07151466023870218
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,4032,721,0.17881944444444445
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,92,46,0.5
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,19,13,0.6842105263157895
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,517,110,0.2127659574468085
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,50598,9214,0.18210205936993556
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,1432,90,0.06284916201117319
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,1440,90,0.0625
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,1440,90,0.0625
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,1440,90,0.0625
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,43173,2701,0.06256224955411947
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,43173,2701,0.06256224955411947
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,42591,2686,0.06306496677701862
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,4,4,1.0
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,1440,90,0.0625
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,6,5,0.8333333333333334
