Timestamp,StatusCode,E2ELatency,InternalLatency
2,500,9.337,9.332
2,500,0.006,0.004
2,500,0.006,0.004
2,200,1.018,1.016
2,200,0.135,0.133
3,200,0.125,0.123
3,200,1.02,1.015
3,200,0.128,0.123
4,200,0.127,0.123
4,200,0.119,0.116
4,200,0.116,0.114
4,200,0.116,0.114
5,200,0.118,0.116
13,500,9.487,9.483
13,200,1.124,1.119
14,200,0.127,0.123
16,500,8.893,8.888
16,200,1.181,1.176
17,200,0.132,0.128
17,200,1.043,1.04
17,200,0.129,0.127
17,200,0.13,0.127
17,200,0.121,0.119
19,500,9.139,9.135
19,500,0.006,0.004
19,200,1.004,1.0
20,200,0.127,0.123
22,500,9.486,9.482
22,200,1.662,1.657
26,500,9.958,9.954
27,200,1.026,1.022
31,500,9.55,9.545
31,200,1.814,1.809
32,200,0.127,0.123
32,200,0.126,0.122
32,200,0.121,0.118
33,200,0.117,0.114
33,200,0.118,0.116
33,200,0.116,0.114
33,200,0.116,0.114
34,200,0.116,0.114
34,200,0.117,0.113
34,200,0.117,0.113
35,200,0.117,0.113
44,500,9.017,9.012
46,500,9.143,9.139
46,500,0.006,0.004
46,200,1.009,1.005
47,200,0.128,0.124
47,200,1.025,1.021
48,200,0.131,0.127
49,200,0.128,0.124
51,500,8.856,8.852
52,200,1.014,1.01
53,200,0.128,0.124
53,200,0.128,0.124
55,500,9.221,9.217
59,500,9.646,9.642
60,200,1.006,1.002
61,200,1.035,1.031
61,200,0.129,0.125
62,200,0.13,0.126
62,200,0.122,0.118
62,200,0.121,0.117
64,500,9.335,9.331
64,500,0.006,0.004
64,200,1.024,1.019
65,200,0.128,0.124
65,200,0.127,0.125
65,200,0.122,0.119
65,200,0.124,0.122
69,500,9.785,9.781
71,500,9.316,9.311
73,500,9.337,9.333
73,500,0.006,0.004
73,200,2.408,2.405
73,200,0.125,0.123
74,200,0.125,0.123
74,200,1.031,1.027
74,200,0.131,0.127
75,200,0.128,0.125
76,200,0.121,0.117
76,200,0.122,0.118
76,200,0.121,0.117
77,200,0.121,0.117
78,200,0.12,0.116
79,200,0.119,0.115
79,200,0.119,0.115
81,500,9.29,9.285
82,200,1.062,1.058
85,500,8.697,8.693
85,200,1.693,1.689
86,200,0.136,0.132
86,200,0.128,0.126
86,200,0.12,0.118
86,200,0.121,0.119
87,200,0.12,0.118
88,200,0.121,0.117
89,200,0.121,0.117
91,500,9.236,9.232
91,200,1.095,1.091
93,500,9.614,9.61
93,500,0.006,0.004
93,200,1.036,1.032
94,200,0.132,0.127
104,500,9.736,9.732
105,200,1.024,1.02
105,200,1.018,1.014
109,500,9.317,9.313
109,200,1.218,1.214
110,200,0.129,0.125
111,200,1.04,1.036
111,200,0.128,0.124
111,200,0.128,0.124
115,500,8.999,8.995
115,200,1.021,1.016
117,500,9.293,9.289
121,500,10.057,10.052
121,500,0.006,0.004
121,200,2.215,2.212
121,200,0.128,0.126
122,200,0.134,0.132
122,200,1.031,1.029
122,200,0.126,0.124
122,200,0.125,0.123
123,200,0.117,0.115
123,200,0.117,0.114
123,200,0.119,0.117
123,200,0.118,0.115
123,200,0.116,0.114
124,200,0.116,0.114
124,200,0.116,0.114
124,200,0.116,0.114
124,200,0.117,0.115
124,200,0.116,0.114
125,200,0.117,0.115
125,200,0.116,0.114
125,200,0.122,0.119
125,200,0.117,0.115
133,500,9.016,9.011
133,500,0.006,0.004
133,500,0.006,0.004
133,200,1.694,1.692
133,200,0.129,0.126
133,200,0.128,0.125
134,200,0.122,0.118
134,200,0.12,0.118
134,200,0.124,0.122
134,200,0.12,0.118
134,200,0.119,0.117
134,200,0.119,0.117
134,200,0.12,0.118
135,200,0.119,0.117
135,200,0.12,0.118
135,200,0.12,0.118
135,200,0.122,0.12
135,200,0.12,0.118
136,200,0.122,0.119
136,200,0.119,0.117
136,200,0.12,0.117
136,200,0.119,0.117
137,200,0.121,0.119
137,200,0.122,0.118
137,200,0.123,0.118
140,500,9.791,9.787
140,500,0.006,0.004
140,200,1.026,1.022
142,500,9.143,9.138
143,200,1.027,1.023
146,500,9.576,9.572
147,200,1.026,1.022
147,200,0.128,0.124
151,500,9.188,9.184
151,500,0.006,0.004
151,500,0.006,0.004
151,200,1.014,1.012
151,200,0.127,0.125
152,200,0.125,0.123
152,200,0.118,0.116
152,200,0.117,0.115
152,200,0.12,0.117
152,200,0.119,0.117
153,200,0.117,0.115
153,200,0.118,0.116
153,200,0.117,0.115
153,200,0.117,0.115
153,200,0.117,0.115
154,200,0.117,0.114
154,200,0.118,0.116
154,200,0.116,0.114
154,200,0.395,0.393
154,200,0.117,0.115
154,200,0.117,0.115
154,200,0.117,0.114
155,200,0.117,0.114
155,200,0.117,0.115
155,200,0.118,0.115
155,200,0.117,0.115
163,500,9.571,9.567
163,200,2.059,2.055
164,200,0.127,0.123
169,500,9.469,9.464
169,500,0.006,0.004
169,200,1.014,1.01
170,200,0.126,0.122
170,200,0.124,0.122
170,200,0.117,0.115
170,200,0.117,0.114
170,200,0.116,0.114
170,200,0.119,0.117
171,200,0.117,0.115
171,200,0.117,0.114
171,200,0.117,0.115
171,200,0.116,0.114
171,200,0.116,0.114
172,200,0.117,0.115
172,200,0.125,0.123
172,200,0.115,0.113
172,200,0.117,0.115
172,200,0.115,0.113
172,200,0.117,0.114
173,200,0.186,0.183
173,200,0.118,0.114
173,200,0.117,0.113
175,500,11.284,11.28
176,200,1.024,1.02
178,500,9.252,9.248
178,200,2.196,2.191
180,500,9.63,9.626
181,200,1.018,1.014
181,200,0.118,0.116
181,200,0.117,0.115
181,200,0.117,0.115
181,200,0.119,0.117
181,200,0.121,0.119
181,200,0.118,0.116
181,200,0.117,0.115
181,200,0.279,0.277
181,200,0.117,0.114
181,200,0.117,0.114
181,200,0.117,0.115
181,200,0.117,0.115
181,200,0.118,0.116
181,200,0.118,0.116
181,200,0.116,0.114
181,200,0.116,0.114
181,200,0.116,0.114
182,200,0.116,0.114
182,200,0.116,0.114
182,200,0.117,0.114
182,200,0.119,0.117
182,200,0.117,0.114
182,200,0.116,0.114
