Profiling load_model_state_dict...
         230787 function calls (207449 primitive calls) in 10.540 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.000    0.000 {function _load.<locals>.UnpicklerWrapper.find_class at 0x7f4e801843a0}
      558    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        6    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/configuration_utils.py:261(__getattribute__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/os.py:766(getenv)
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/serialization.py:427(__exit__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:657(get)
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/serialization.py:108(_is_zipfile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/os.py:670(__getitem__)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/_utils.py:250(_validate_loaded_sparse_tensors)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/os.py:748(encode)
       20    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/serialization.py:1327(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_metadata}
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/storage.py:1223(_get_dtype_from_pickle_storage_type)
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/serialization.py:419(__exit__)
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/serialization.py:1428(UnpicklerWrapper)
        2    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/serialization.py:413(__init__)
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/serialization.py:408(_is_path)
        2    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/serialization.py:547(_check_dill_version)
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/serialization.py:1304(_get_restore_location)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/serialization.py:416(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}


---------------------------------- Splitter ----------------------------------




Profiling load_model_with_pretrained...
         2167125 function calls (2099093 primitive calls) in 0.908 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.908    0.908 test/microbench/load_profile.py:24(load_model_with_from_pretrained)
        1    0.063    0.063    0.908    0.908 /home/jw/.local/lib/python3.8/site-packages/transformers/models/auto/auto_factory.py:444(from_pretrained)
        1    0.001    0.001    0.765    0.765 /home/jw/.local/lib/python3.8/site-packages/transformers/modeling_utils.py:2746(from_pretrained)
        1    0.001    0.001    0.707    0.707 /home/jw/.local/lib/python3.8/site-packages/transformers/modeling_utils.py:3846(_load_pretrained_model)
        1    0.000    0.000    0.336    0.336 /home/jw/.local/lib/python3.8/site-packages/transformers/modeling_utils.py:650(_load_state_dict_into_model)
   1118/1    0.004    0.000    0.336    0.336 /home/jw/.local/lib/python3.8/site-packages/transformers/modeling_utils.py:676(load)
      898    0.068    0.000    0.196    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1974(_load_from_state_dict)
   1118/1    0.001    0.000    0.172    0.172 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:857(apply)
     1118    0.000    0.000    0.170    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/modeling_utils.py:1726(_initialize_weights)
        3    0.000    0.000    0.169    0.056 /home/jw/.local/lib/python3.8/site-packages/transformers/models/t5/modeling_t5.py:811(_init_weights)
        1    0.003    0.003    0.169    0.169 /home/jw/.local/lib/python3.8/site-packages/transformers/modeling_utils.py:562(set_initialized_submodules)
        1    0.169    0.169    0.169    0.169 {method 'normal_' of 'torch._C.TensorBase' objects}
  1750548    0.166    0.000    0.166    0.000 {method 'startswith' of 'str' objects}
     1118    0.071    0.000    0.136    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/modeling_utils.py:681(<listcomp>)
     1116    0.073    0.000    0.121    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/modeling_utils.py:569(<setcomp>)
        2    0.000    0.000    0.078    0.039 /home/jw/.local/lib/python3.8/site-packages/transformers/models/auto/auto_factory.py:750(keys)
        2    0.001    0.000    0.078    0.039 /home/jw/.local/lib/python3.8/site-packages/transformers/models/auto/auto_factory.py:751(<listcomp>)
      467    0.001    0.000    0.078    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/auto/auto_factory.py:744(_load_attr_from_module)
16403/15228    0.005    0.000    0.078    0.000 {built-in method builtins.hasattr}
  471/462    0.001    0.000    0.074    0.000 /usr/lib/python3.8/importlib/__init__.py:109(import_module)
  471/462    0.001    0.000    0.073    0.000 <frozen importlib._bootstrap>:1002(_gcd_import)
  472/462    0.002    0.000    0.071    0.000 <frozen importlib._bootstrap>:986(_find_and_load)
  471/467    0.000    0.000    0.069    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/auto/auto_factory.py:687(getattribute_from_module)
  244/233    0.001    0.000    0.068    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/utils/import_utils.py:1519(__getattr__)
      557    0.067    0.000    0.067    0.000 {method 'copy_' of 'torch._C.TensorBase' objects}
  240/231    0.000    0.000    0.067    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/utils/import_utils.py:1533(_get_module)
  234/232    0.001    0.000    0.064    0.000 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
10177/1118    0.025    0.000    0.049    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1845(state_dict)
  234/232    0.001    0.000    0.044    0.000 <frozen importlib._bootstrap>:650(_load_unlocked)
  234/232    0.000    0.000    0.038    0.000 <frozen importlib._bootstrap_external>:842(exec_module)
        1    0.000    0.000    0.032    0.032 /home/jw/.local/lib/python3.8/site-packages/transformers/models/t5/modeling_t5.py:1347(__init__)
        2    0.000    0.000    0.031    0.016 /home/jw/.local/lib/python3.8/site-packages/transformers/models/t5/modeling_t5.py:901(__init__)
        2    0.000    0.000    0.031    0.015 /home/jw/.local/lib/python3.8/site-packages/transformers/models/t5/modeling_t5.py:908(<listcomp>)
       48    0.000    0.000    0.031    0.001 /home/jw/.local/lib/python3.8/site-packages/transformers/models/t5/modeling_t5.py:645(__init__)
  234/232    0.000    0.000    0.021    0.000 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
  243/232    0.001    0.000    0.021    0.000 {built-in method builtins.exec}
    10177    0.012    0.000    0.020    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1806(_save_to_state_dict)
     5952    0.008    0.000    0.020    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1711(__setattr__)
      234    0.001    0.000    0.019    0.000 <frozen importlib._bootstrap>:890(_find_spec)
      234    0.001    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:914(get_code)
      234    0.000    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:1399(find_spec)
      234    0.001    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:1367(_get_spec)
54330/6702    0.013    0.000    0.014    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:2369(named_modules)
       72    0.001    0.000    0.014    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/t5/modeling_t5.py:342(__init__)
      432    0.001    0.000    0.013    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/linear.py:92(__init__)
        3    0.001    0.000    0.013    0.004 /home/jw/.local/lib/python3.8/site-packages/transformers/modeling_utils.py:1735(tie_weights)
       48    0.000    0.000    0.012    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/t5/modeling_t5.py:577(__init__)
        1    0.001    0.001    0.012    0.012 /home/jw/.local/lib/python3.8/site-packages/transformers/modeling_utils.py:502(load_state_dict)
        1    0.001    0.001    0.012    0.012 /home/jw/.local/lib/python3.8/site-packages/safetensors/torch.py:284(load_file)
      363    0.005    0.000    0.011    0.000 {built-in method builtins.__build_class__}
      558    0.005    0.000    0.010    0.000 {method 'get_tensor' of 'builtins.safe_open' objects}
       48    0.000    0.000    0.010    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/t5/modeling_t5.py:324(__init__)
      234    0.002    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1498(find_spec)
25913/20518    0.004    0.000    0.008    0.000 {built-in method builtins.isinstance}
     3351    0.001    0.000    0.008    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:2342(modules)
     1116    0.007    0.000    0.007    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:428(__init__)
      234    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:638(_compile_bytecode)
       48    0.000    0.000    0.007    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/t5/modeling_t5.py:295(__init__)
      559    0.001    0.000    0.007    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:2193(_named_members)
      234    0.007    0.000    0.007    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.006    0.006 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:2433(eval)
   1118/1    0.001    0.000    0.006    0.006 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:2411(train)
       24    0.000    0.000    0.006    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/t5/modeling_t5.py:609(__init__)
      234    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1330(_path_importer_cache)
     5442    0.005    0.000    0.005    0.000 {method 'detach' of 'torch._C.TensorBase' objects}
     1116    0.005    0.000    0.005    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/storage.py:318(__getitem__)
      225    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1317(_path_hooks)
      234    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
     5500    0.005    0.000    0.005    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1696(__getattr__)
     5395    0.003    0.000    0.005    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/parameter.py:8(__instancecheck__)
      234    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
      558    0.000    0.000    0.004    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:2232(named_parameters)
      234    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1034(get_data)
      223    0.000    0.000    0.004    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/utils/logging.py:148(get_logger)
      468    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:354(cache_from_source)
      989    0.001    0.000    0.003    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:528(register_parameter)
    44612    0.003    0.000    0.003    0.000 {method 'items' of 'collections.OrderedDict' objects}
      223    0.000    0.000    0.003    0.000 /usr/lib/python3.8/logging/__init__.py:2018(getLogger)
      225    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1549(_fill_cache)
      223    0.001    0.000    0.003    0.000 /usr/lib/python3.8/logging/__init__.py:1284(getLogger)
     4470    0.001    0.000    0.003    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:2313(children)
     1170    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
      122    0.000    0.000    0.003    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/t5/modeling_t5.py:232(__init__)
14561/14546    0.002    0.000    0.003    0.000 {built-in method builtins.getattr}
      472    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:147(__enter__)
      225    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1590(path_hook_for_FileFinder)
        1    0.000    0.000    0.003    0.003 /home/jw/.local/lib/python3.8/site-packages/transformers/modeling_utils.py:3930(<setcomp>)
        1    0.000    0.000    0.003    0.003 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:2287(named_buffers)
     1178    0.003    0.000    0.003    0.000 {built-in method posix.stat}
      468    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:376(cached)
      225    0.003    0.000    0.003    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.003    0.003 /home/jw/.local/lib/python3.8/site-packages/transformers/models/esm/configuration_esm.py:15(<module>)
      710    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.8/dataclasses.py:996(dataclass)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.8/dataclasses.py:1010(wrap)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.8/dataclasses.py:807(_process_class)
     1410    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
      234    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:484(_get_cached)
      170    0.000    0.000    0.002    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/dropout.py:13(__init__)
    20220    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
      234    0.002    0.000    0.002    0.000 {built-in method io.open_code}
  514/505    0.001    0.000    0.002    0.000 /usr/lib/python3.8/typing.py:255(inner)
18474/18351    0.002    0.000    0.002    0.000 {built-in method builtins.len}
     4470    0.002    0.000    0.002    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:2322(named_children)
    22926    0.002    0.000    0.002    0.000 {method 'values' of 'collections.OrderedDict' objects}
       73    0.000    0.000    0.002    0.000 /usr/lib/python3.8/abc.py:84(__new__)
        1    0.000    0.000    0.002    0.002 /home/jw/.local/lib/python3.8/site-packages/transformers/models/auto/configuration_auto.py:833(from_pretrained)
     1114    0.001    0.000    0.002    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/autograd/grad_mode.py:183(__init__)
      225    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1459(__init__)
      559    0.001    0.000    0.002    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/pytorch_utils.py:279(id_tensor_storage)
      669    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x908780}
      223    0.001    0.000    0.002    0.000 /usr/lib/python3.8/logging/__init__.py:1335(_fixupParents)
   1120/9    0.001    0.000    0.002    0.000 /usr/lib/python3.8/copy.py:128(deepcopy)
      477    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
      557    0.000    0.000    0.001    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/parameter.py:34(__new__)
      557    0.000    0.000    0.001    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/autograd/grad_mode.py:79(__enter__)
     30/9    0.000    0.000    0.001    0.000 /usr/lib/python3.8/copy.py:226(_deepcopy_dict)
      225    0.001    0.000    0.001    0.000 <frozen zipimport>:63(__init__)
        1    0.000    0.000    0.001    0.001 /home/jw/.local/lib/python3.8/site-packages/transformers/configuration_utils.py:741(from_dict)
      238    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
      557    0.000    0.000    0.001    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/autograd/grad_mode.py:83(__exit__)
        9    0.000    0.000    0.001    0.000 /usr/lib/python3.8/dataclasses.py:375(_create_fn)
      468    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
      432    0.001    0.000    0.001    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/linear.py:105(reset_parameters)
      234    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1493(_get_spec)
  425/421    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
      234    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
     1410    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/jw/.local/lib/python3.8/site-packages/transformers/configuration_utils.py:827(__repr__)
      557    0.001    0.000    0.001    0.000 {built-in method _make_subclass}
        1    0.000    0.000    0.001    0.001 /home/jw/.local/lib/python3.8/site-packages/transformers/configuration_utils.py:929(to_json_string)
      252    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
     9487    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
      435    0.001    0.000    0.001    0.000 {built-in method torch.empty}
      710    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.001    0.001 /home/jw/.local/lib/python3.8/site-packages/transformers/configuration_utils.py:830(to_diff_dict)
       50    0.000    0.000    0.001    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/container.py:276(__init__)
      467    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:872(_resolve_name)
1591/1578    0.001    0.000    0.001    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/configuration_utils.py:261(__getattribute__)
     4220    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
      472    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:151(__exit__)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.8/copy.py:258(_reconstruct)
      710    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:78(acquire)
      710    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:103(release)
    27/18    0.000    0.000    0.001    0.000 /usr/lib/python3.8/typing.py:347(__getitem__)
      234    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:689(spec_from_file_location)
       32    0.000    0.000    0.001    0.000 /home/jw/.local/lib/python3.8/site-packages/packaging/version.py:45(parse)
        1    0.000    0.000    0.001    0.001 /home/jw/.local/lib/python3.8/site-packages/transformers/models/levit/configuration_levit.py:15(<module>)
       32    0.000    0.000    0.001    0.000 /home/jw/.local/lib/python3.8/site-packages/packaging/version.py:186(__init__)
     4359    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
      710    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.8/dataclasses.py:487(_init_fn)
        1    0.000    0.000    0.001    0.001 /home/jw/.local/lib/python3.8/site-packages/transformers/models/perceiver/configuration_perceiver.py:15(<module>)
      684    0.000    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      120    0.000    0.000    0.001    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/container.py:377(append)
      225    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
     1116    0.001    0.000    0.001    0.000 {method 'issuperset' of 'set' objects}
      234    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1075(path_stats)
        1    0.001    0.001    0.001    0.001 /home/jw/.local/lib/python3.8/site-packages/transformers/models/levit/configuration_levit.py:30(LevitConfig)
        3    0.000    0.000    0.001    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/configuration_utils.py:887(to_dict)
     5395    0.001    0.000    0.001    0.000 {function _ParameterMeta.__instancecheck__ at 0x7f4e8490bf70}
      468    0.000    0.000    0.001    0.000 {built-in method builtins.max}
      234    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:553(_classify_pyc)
      168    0.000    0.000    0.001    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:573(add_module)
      702    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
      234    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:586(_validate_timestamp_pyc)
     1114    0.001    0.000    0.001    0.000 {built-in method torch._C._set_grad_enabled}
      557    0.000    0.000    0.001    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/autograd/grad_mode.py:74(__init__)
      825    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:389(parent)
      223    0.000    0.000    0.001    0.000 /usr/lib/python3.8/logging/__init__.py:1404(__init__)
      122    0.000    0.000    0.000    0.000 {built-in method torch.ones}
      559    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      898    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:2016(<dictcomp>)
      559    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/safetensors/torch.py:11(storage_ptr)
      557    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/utils/_contextlib.py:149(__new__)
     1983    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
     1926    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
     1506    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:1712(remove_from)
      471    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
     1116    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
     1614    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:659(__init__)
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/feature_extraction_utils.py:15(<module>)
      559    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/safetensors/torch.py:31(storage_size)
     1116    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:2260(<lambda>)
       48    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/activations.py:194(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/maskformer/configuration_maskformer.py:15(<module>)
     1671    0.000    0.000    0.000    0.000 {built-in method torch.is_grad_enabled}
      619    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      936    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/dataclasses.py:537(_repr_fn)
      468    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/auto/configuration_auto.py:614(model_type_to_module_name)
  435/429    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:720(__hash__)
        3    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/modeling_utils.py:1301(__init__)
      936    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
      936    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:198(search)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:3103(signature)
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/bloom/configuration_bloom.py:15(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:289(_compile)
     1116    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/modules/module.py:2309(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/modeling_utils.py:3967(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/configuration_utils.py:612(get_config_dict)
     3294    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2851(from_callable)
      557    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/nn/parameter.py:167(is_lazy)
      4/2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2218(_signature_from_callable)
     2356    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/configuration_utils.py:266(__init__)
     1370    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/dbrx/configuration_dbrx.py:15(<module>)
     2356    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
     1118    0.000    0.000    0.000    0.000 {method 'untyped_storage' of 'torch._C.TensorBase' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/dataclasses.py:573(_cmp_fn)
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/configuration_utils.py:645(_get_config_dict)
       73    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
     1114    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/torch/_tensor.py:1059(__hash__)
     1800    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1465(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:759(compile)
        2    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/t5/configuration_t5.py:77(__init__)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:120(_type_check)
      459    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/dataclasses.py:861(<listcomp>)
      519    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/modeling_utils.py:1424(_autoset_attn_implementation)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.8/dataclasses.py:669(_get_field)
     1852    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
     1420    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/efficientnet/configuration_efficientnet.py:15(<module>)
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'builtins.safe_open' objects}
      149    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:762(__setattr__)
        1    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/models/bark/configuration_bark.py:15(<module>)
  233/225    0.000    0.000    0.000    0.000 /home/jw/.local/lib/python3.8/site-packages/transformers/configuration_utils.py:256(__setattr__)
     1420    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
