Profiling load_model_state_dict...
         219349 function calls (196033 primitive calls) in 87.281 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/codecs.py:309(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/json/encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/pathlib.py:725(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:398(name_or_path)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:82(groups)
        8    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:227(_releaseLock)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_compile.py:619(isstring)
        8    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:112(__init__)
        2    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        8    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        8    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/auto/configuration_auto.py:696(__contains__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/enum.py:670(__new__)
        8    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/auto/configuration_auto.py:636(model_type_to_module_name)
        1    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_compile.py:81(_combine_flags)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:1675(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:928(fix_flags)
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        2    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        2    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/pathlib.py:1089(_init)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/dynamic_module_utils.py:530(resolve_trust_remote_code)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:1276(disable)
        2    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:243(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/pathlib.py:303(splitroot)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_compile.py:477(_get_iscased)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/hub.py:70(is_offline_mode)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/urllib/parse.py:427(_checknetloc)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:246(__exit__)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/urllib/parse.py:111(_noop)
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:704(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/import_utils.py:220(is_torch_available)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:169(__setitem__)
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}


---------------------------------- Splitter ----------------------------------




Profiling load_model_with_torch_load...
         21325 function calls in 2.078 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    2.078    2.078 /home/model-server/microbench/load_profile.py:20(load_model_with_torch_load)
        1    0.001    0.001    2.077    2.077 /home/venv/lib/python3.9/site-packages/torch/serialization.py:671(load)
        1    0.000    0.000    2.075    2.075 /home/venv/lib/python3.9/site-packages/torch/serialization.py:1104(_load)
        1    0.019    0.019    2.075    2.075 {method 'load' of '_pickle.Unpickler' objects}
      558    0.002    0.000    1.967    0.004 /home/venv/lib/python3.9/site-packages/torch/serialization.py:1125(persistent_load)
      558    1.957    0.004    1.964    0.004 /home/venv/lib/python3.9/site-packages/torch/serialization.py:1109(load_tensor)
      558    0.001    0.000    0.082    0.000 /home/venv/lib/python3.9/site-packages/torch/_utils.py:166(_rebuild_tensor_v2)
      558    0.001    0.000    0.081    0.000 /home/venv/lib/python3.9/site-packages/torch/_utils.py:145(_rebuild_tensor)
      558    0.076    0.000    0.076    0.000 {method 'set_' of 'torch._C._TensorBase' objects}
      558    0.002    0.000    0.005    0.000 /home/venv/lib/python3.9/site-packages/torch/_tensor.py:237(_typed_storage)
      558    0.001    0.000    0.005    0.000 /home/venv/lib/python3.9/site-packages/torch/_utils.py:350(_rebuild_parameter)
      558    0.004    0.000    0.004    0.000 {built-in method torch.tensor}
      558    0.001    0.000    0.003    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/parameter.py:30(__new__)
     1117    0.002    0.000    0.003    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:1577(__setstate__)
      558    0.003    0.000    0.003    0.000 {built-in method _make_subclass}
     1116    0.001    0.000    0.002    0.000 /home/venv/lib/python3.9/site-packages/torch/storage.py:427(__init__)
     1117    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
     1116    0.001    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/torch/storage.py:355(__new__)
      558    0.001    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/torch/_utils.py:751(_element_size)
      558    0.001    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:215(default_restore_location)
     1116    0.000    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:1062(_maybe_decode_ascii)
      558    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/storage.py:778(_data_ptr)
     4466    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      558    0.000    0.000    0.000    0.000 {method 'untyped_storage' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:282(__init__)
       21    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:1158(find_class)
     1116    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x94bdc0}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:269(_open_file_like)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:251(__init__)
       20    0.000    0.000    0.000    0.000 {function _load.<locals>.UnpicklerWrapper.find_class at 0x7fd49d27e670}
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
      558    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:157(_cpu_deserialize)
     1120    0.000    0.000    0.000    0.000 {built-in method builtins.len}
      558    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.StorageBase' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:1179(_is_torchscript_zip)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/os.py:771(getenv)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:66(_is_zipfile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/_collections_abc.py:760(get)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/os.py:674(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:254(__exit__)
        6    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:258(__getattribute__)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:1097(__init__)
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/os.py:754(encode)
       20    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/_utils.py:193(_validate_loaded_sparse_tensors)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:235(_is_path)
        2    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:240(__init__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/storage.py:1020(_get_dtype_from_pickle_storage_type)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:1074(_get_restore_location)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:361(_check_dill_version)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:1154(UnpicklerWrapper)
        2    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:243(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/serialization.py:246(__exit__)


---------------------------------- Splitter ----------------------------------




Profiling load_model_with_pretrained...
         2235901 function calls (2152515 primitive calls) in 66.950 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000   66.950   66.950 /home/model-server/microbench/load_profile.py:24(load_model_with_from_pretrained)
        1    0.180    0.180   66.950   66.950 /home/venv/lib/python3.9/site-packages/transformers/models/auto/auto_factory.py:432(from_pretrained)
        1    0.001    0.001   66.706   66.706 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:1924(from_pretrained)
        1    0.001    0.001   62.661   62.661 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:2951(_load_pretrained_model)
        1    0.000    0.000   62.275   62.275 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:497(_load_state_dict_into_model)
   1118/1    0.005    0.000   62.275   62.275 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:523(load)
      898    1.233    0.001   60.495    0.067 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:1875(_load_from_state_dict)
      557   58.722    0.105   58.722    0.105 {method 'copy_' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    3.825    3.825 /home/venv/lib/python3.9/site-packages/transformers/models/t5/modeling_t5.py:1333(__init__)
        2    0.000    0.000    3.668    1.834 /home/venv/lib/python3.9/site-packages/transformers/models/t5/modeling_t5.py:876(__init__)
        2    0.000    0.000    3.667    1.834 /home/venv/lib/python3.9/site-packages/transformers/models/t5/modeling_t5.py:883(<listcomp>)
       48    0.001    0.000    3.667    0.076 /home/venv/lib/python3.9/site-packages/transformers/models/t5/modeling_t5.py:651(__init__)
      432    0.002    0.000    3.642    0.008 /home/venv/lib/python3.9/site-packages/torch/nn/modules/linear.py:90(__init__)
      432    0.002    0.000    3.623    0.008 /home/venv/lib/python3.9/site-packages/torch/nn/modules/linear.py:103(reset_parameters)
      432    0.003    0.000    3.621    0.008 /home/venv/lib/python3.9/site-packages/torch/nn/init.py:366(kaiming_uniform_)
      432    3.610    0.008    3.610    0.008 {method 'uniform_' of 'torch._C._TensorBase' objects}
       48    0.000    0.000    2.113    0.044 /home/venv/lib/python3.9/site-packages/transformers/models/t5/modeling_t5.py:330(__init__)
       48    0.001    0.000    2.109    0.044 /home/venv/lib/python3.9/site-packages/transformers/models/t5/modeling_t5.py:301(__init__)
  1750022    1.803    0.000    1.803    0.000 {method 'startswith' of 'str' objects}
     1118    0.551    0.000    1.774    0.002 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:528(<listcomp>)
       72    0.001    0.000    1.545    0.021 /home/venv/lib/python3.9/site-packages/transformers/models/t5/modeling_t5.py:348(__init__)
       48    0.000    0.000    1.036    0.022 /home/venv/lib/python3.9/site-packages/transformers/models/t5/modeling_t5.py:583(__init__)
       24    0.000    0.000    0.515    0.021 /home/venv/lib/python3.9/site-packages/transformers/models/t5/modeling_t5.py:615(__init__)
        4    0.313    0.078    0.313    0.078 {method 'normal_' of 'torch._C._TensorBase' objects}
        2    0.001    0.000    0.203    0.102 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:1264(tie_weights)
        1    0.004    0.004    0.176    0.176 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:486(set_initialized_submodules)
13807/12832    0.004    0.000    0.162    0.000 {built-in method builtins.hasattr}
   1118/1    0.001    0.000    0.159    0.159 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:848(apply)
        3    0.000    0.000    0.157    0.052 /home/venv/lib/python3.9/site-packages/torch/nn/modules/sparse.py:123(__init__)
        3    0.000    0.000    0.157    0.052 /home/venv/lib/python3.9/site-packages/torch/nn/modules/sparse.py:152(reset_parameters)
        3    0.000    0.000    0.157    0.052 /home/venv/lib/python3.9/site-packages/torch/nn/init.py:140(normal_)
        3    0.000    0.000    0.157    0.052 /home/venv/lib/python3.9/site-packages/torch/nn/init.py:17(_no_grad_normal_)
     1118    0.000    0.000    0.157    0.000 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:1255(_initialize_weights)
        3    0.000    0.000    0.156    0.052 /home/venv/lib/python3.9/site-packages/transformers/models/t5/modeling_t5.py:799(_init_weights)
     1116    0.078    0.000    0.128    0.000 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:492(<listcomp>)
77095/13527    0.118    0.000    0.120    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:2224(named_modules)
     4386    0.102    0.000    0.103    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:1601(__getattr__)
     2234    0.000    0.000    0.101    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:2197(modules)
        2    0.000    0.000    0.063    0.031 /home/venv/lib/python3.9/site-packages/transformers/models/auto/auto_factory.py:673(keys)
        2    0.000    0.000    0.063    0.031 /home/venv/lib/python3.9/site-packages/transformers/models/auto/auto_factory.py:674(<listcomp>)
      361    0.000    0.000    0.062    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/auto/auto_factory.py:667(_load_attr_from_module)
  366/357    0.001    0.000    0.060    0.000 /usr/lib/python3.9/importlib/__init__.py:109(import_module)
  366/357    0.000    0.000    0.059    0.000 <frozen importlib._bootstrap>:1018(_gcd_import)
  368/357    0.001    0.000    0.058    0.000 <frozen importlib._bootstrap>:1002(_find_and_load)
  363/361    0.000    0.000    0.057    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/auto/auto_factory.py:611(getattribute_from_module)
  189/179    0.001    0.000    0.056    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/import_utils.py:1068(__getattr__)
  187/178    0.000    0.000    0.055    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/import_utils.py:1082(_get_module)
  180/177    0.001    0.000    0.052    0.000 <frozen importlib._bootstrap>:967(_find_and_load_unlocked)
9059/1117    0.018    0.000    0.044    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:1748(state_dict)
  180/177    0.001    0.000    0.037    0.000 <frozen importlib._bootstrap>:659(_load_unlocked)
   1118/1    0.005    0.000    0.035    0.035 /home/venv/lib/python3.9/site-packages/accelerate/utils/modeling.py:586(find_tied_parameters)
  180/177    0.000    0.000    0.033    0.000 <frozen importlib._bootstrap_external>:844(exec_module)
     6000    0.002    0.000    0.031    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:2084(named_parameters)
     6000    0.007    0.000    0.029    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:2045(_named_members)
     5952    0.010    0.000    0.024    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:1617(__setattr__)
     9059    0.013    0.000    0.022    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:1708(_save_to_state_dict)
  180/177    0.000    0.000    0.018    0.000 <frozen importlib._bootstrap>:220(_call_with_frames_removed)
  189/177    0.001    0.000    0.018    0.000 {built-in method builtins.exec}
      180    0.001    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:916(get_code)
      180    0.001    0.000    0.014    0.000 <frozen importlib._bootstrap>:901(_find_spec)
      180    0.000    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:1415(find_spec)
      180    0.000    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:1383(_get_spec)
        1    0.001    0.001    0.012    0.012 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:444(load_state_dict)
        1    0.001    0.001    0.011    0.011 /home/venv/lib/python3.9/site-packages/safetensors/torch.py:284(load_file)
     1116    0.010    0.000    0.011    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:437(__init__)
      558    0.005    0.000    0.010    0.000 {method 'get_tensor' of 'builtins.safe_open' objects}
26470/21075    0.005    0.000    0.010    0.000 {built-in method builtins.isinstance}
      291    0.004    0.000    0.009    0.000 {built-in method builtins.__build_class__}
      180    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1514(find_spec)
      180    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:645(_compile_bytecode)
      180    0.006    0.000    0.006    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.006    0.006 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:2291(eval)
   1118/1    0.001    0.000    0.006    0.006 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:2269(train)
     5395    0.004    0.000    0.006    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/parameter.py:8(__instancecheck__)
     4883    0.005    0.000    0.005    0.000 {method 'detach' of 'torch._C._TensorBase' objects}
     1116    0.005    0.000    0.005    0.000 /home/venv/lib/python3.9/site-packages/torch/storage.py:231(__getitem__)
      122    0.001    0.000    0.005    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/t5/modeling_t5.py:238(__init__)
      180    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1346(_path_importer_cache)
        1    0.000    0.000    0.004    0.004 /home/venv/lib/python3.9/site-packages/accelerate/utils/modeling.py:621(<dictcomp>)
      989    0.002    0.000    0.004    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:539(register_parameter)
      175    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1333(_path_hooks)
    54909    0.004    0.000    0.004    0.000 {method 'items' of 'collections.OrderedDict' objects}
      180    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1036(get_data)
      992    0.002    0.000    0.004    0.000 /home/venv/lib/python3.9/site-packages/torch/autograd/grad_mode.py:57(__exit__)
    20637    0.003    0.000    0.004    0.000 {method 'add' of 'set' objects}
      180    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:558(module_from_spec)
     1984    0.002    0.000    0.003    0.000 /home/venv/lib/python3.9/site-packages/torch/autograd/grad_mode.py:149(__init__)
     4470    0.001    0.000    0.003    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:2167(children)
      890    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
      180    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
     6705    0.003    0.000    0.003    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:2176(named_children)
      170    0.000    0.000    0.003    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/dropout.py:13(__init__)
      896    0.003    0.000    0.003    0.000 {built-in method posix.stat}
      174    0.000    0.000    0.003    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/logging.py:114(get_logger)
      175    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1565(_fill_cache)
     9057    0.002    0.000    0.003    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:2113(<lambda>)
      360    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:361(cache_from_source)
    21718    0.003    0.000    0.003    0.000 {method 'get' of 'dict' objects}
      174    0.000    0.000    0.003    0.000 /usr/lib/python3.9/logging/__init__.py:2034(getLogger)
      435    0.002    0.000    0.002    0.000 {built-in method torch.empty}
      557    0.001    0.000    0.002    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/parameter.py:30(__new__)
     9762    0.002    0.000    0.002    0.000 /home/venv/lib/python3.9/site-packages/torch/_tensor.py:942(__hash__)
        1    0.000    0.000    0.002    0.002 /home/venv/lib/python3.9/site-packages/transformers/models/esm/configuration_esm.py:15(<module>)
12888/12881    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
      174    0.000    0.000    0.002    0.000 /usr/lib/python3.9/logging/__init__.py:1284(getLogger)
      992    0.001    0.000    0.002    0.000 /home/venv/lib/python3.9/site-packages/torch/autograd/grad_mode.py:53(__enter__)
      175    0.002    0.000    0.002    0.000 {built-in method posix.listdir}
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.9/dataclasses.py:998(dataclass)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.9/dataclasses.py:1012(wrap)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.9/dataclasses.py:809(_process_class)
    20690    0.002    0.000    0.002    0.000 {method 'values' of 'collections.OrderedDict' objects}
      432    0.001    0.000    0.002    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/init.py:356(_calculate_correct_fan)
      175    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1606(path_hook_for_FileFinder)
      368    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:156(__enter__)
      180    0.002    0.000    0.002    0.000 {built-in method io.open_code}
17633/17509    0.002    0.000    0.002    0.000 {built-in method builtins.len}
      360    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:385(cached)
      992    0.002    0.000    0.002    0.000 /home/venv/lib/python3.9/site-packages/torch/autograd/grad_mode.py:48(__init__)
      557    0.002    0.000    0.002    0.000 {built-in method _make_subclass}
     1080    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
      556    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
      180    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
  480/468    0.000    0.000    0.002    0.000 /usr/lib/python3.9/typing.py:271(inner)
       70    0.000    0.000    0.002    0.000 /usr/lib/python3.9/abc.py:105(__new__)
        1    0.000    0.000    0.002    0.002 /home/venv/lib/python3.9/site-packages/transformers/models/auto/configuration_auto.py:856(from_pretrained)
      355    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
      175    0.001    0.000    0.001    0.000 <frozen zipimport>:63(__init__)
      432    0.001    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/init.py:284(_calculate_fan_in_and_fan_out)
     3808    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      432    0.001    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/init.py:67(calculate_gain)
        9    0.000    0.000    0.001    0.000 /usr/lib/python3.9/dataclasses.py:377(_create_fn)
      175    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1475(__init__)
1468/1464    0.001    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:258(__getattribute__)
      174    0.001    0.000    0.001    0.000 /usr/lib/python3.9/logging/__init__.py:1335(_fixupParents)
      180    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.001    0.001 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:677(from_dict)
      188    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
      103    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x94bdc0}
      120    0.000    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/container.py:377(append)
    34/22    0.000    0.000    0.001    0.000 /usr/lib/python3.9/typing.py:352(__getitem__)
    774/7    0.001    0.000    0.001    0.000 /usr/lib/python3.9/copy.py:128(deepcopy)
      122    0.001    0.000    0.001    0.000 {built-in method torch.ones}
        1    0.000    0.000    0.001    0.001 /home/venv/lib/python3.9/site-packages/transformers/models/bit/configuration_bit.py:15(<module>)
  359/355    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1033(_handle_fromlist)
      180    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
     1118    0.001    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/accelerate/utils/modeling.py:641(<listcomp>)
     4121    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
