Profiling load_model_state_dict...
         219349 function calls (196033 primitive calls) in 87.281 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:756(__repr__)
        1    0.000    0.000    0.001    0.001 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:820(to_json_string)
     22/7    0.000    0.000    0.001    0.000 /usr/lib/python3.9/copy.py:226(_deepcopy_dict)
     1116    0.001    0.000    0.001    0.000 {built-in method torch._C._log_api_usage_once}
     1080    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
      360    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
     2976    0.001    0.000    0.001    0.000 {built-in method torch.is_grad_enabled}
      556    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:87(acquire)
       22    0.000    0.000    0.001    0.000 /usr/lib/python3.9/typing.py:434(Union)
      556    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:112(release)
      168    0.000    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:585(add_module)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.9/dataclasses.py:489(_init_fn)
     4352    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.001    0.001 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:759(to_diff_dict)
    10603    0.001    0.000    0.001    0.000 {built-in method builtins.id}
      898    0.001    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:1913(<dictcomp>)
      368    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:160(__exit__)
     5395    0.001    0.000    0.001    0.000 {function _ParameterMeta.__instancecheck__ at 0x7fd4a531a790}
      556    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:185(cb)
       50    0.000    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/container.py:276(__init__)
      175    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
      180    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1509(_get_spec)
       26    0.000    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/packaging/version.py:45(parse)
      180    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1077(path_stats)
       12    0.000    0.000    0.001    0.000 /usr/lib/python3.9/typing.py:472(Optional)
      364    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:883(_resolve_name)
       26    0.000    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/packaging/version.py:186(__init__)
        1    0.000    0.000    0.001    0.001 /home/venv/lib/python3.9/site-packages/transformers/models/perceiver/configuration_perceiver.py:15(<module>)
     1506    0.001    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:1618(remove_from)
        3    0.000    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:791(to_dict)
      545    0.000    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      556    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.9/logging/__init__.py:1448(warning)
        1    0.000    0.000    0.001    0.001 /home/venv/lib/python3.9/site-packages/transformers/utils/backbone_utils.py:16(<module>)
       48    0.000    0.000    0.001    0.000 /home/venv/lib/python3.9/site-packages/transformers/activations.py:207(__getitem__)
      559    0.000    0.000    0.001    0.000 {built-in method builtins.any}
      360    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:560(_classify_pyc)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:739(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:1565(_log)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:696(spec_from_file_location)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/copy.py:258(_reconstruct)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
      540    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
     1984    0.000    0.000    0.000    0.000 {built-in method torch._C._set_grad_enabled}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/re.py:198(search)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/re.py:289(_compile)
      652    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:398(parent)
      174    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:1404(__init__)
      557    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/parameter.py:161(is_lazy)
      864    0.000    0.000    0.000    0.000 {method 'size' of 'torch._C._TensorBase' objects}
       61    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:137(_type_check)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_compile.py:783(compile)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/maskformer/configuration_maskformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:556(get_config_dict)
     1118    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/accelerate/utils/modeling.py:513(__init__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:587(_get_config_dict)
      181    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:539(_repr_fn)
     1552    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
     1483    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
     2955    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      366    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:948(_sanity_check)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/feature_extraction_utils.py:15(<module>)
     1728    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      557    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/overrides.py:1750(is_tensor_like)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:575(_cmp_fn)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/bloom/configuration_bloom.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/prophetnet/configuration_prophetnet.py:15(<module>)
      720    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:878(__exit__)
     1260    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
      720    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:874(__enter__)
      720    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:3111(signature)
        2    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/container.py:319(__iadd__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:944(parse)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:2859(from_callable)
        2    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/container.py:391(extend)
       70    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      4/2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:2246(_signature_from_callable)
        3    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:263(__init__)
      164    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:713(__setattr__)
     2520    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      413    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
     1118    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/prophetnet/configuration_prophetnet.py:32(ProphetNetConfig)
     1057    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      899    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/deepspeed.py:244(is_deepspeed_zero3_enabled)
     1832    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:436(_parse_sub)
        2    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:3051(<listcomp>)
       65    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:466(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'builtins.safe_open' objects}
        2    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/t5/configuration_t5.py:82(__init__)
     1832    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:494(_parse)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/efficientnet/configuration_efficientnet.py:15(<module>)
      864    0.000    0.000    0.000    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
     1400    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1481(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/data2vec/configuration_data2vec_vision.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/imagegpt/configuration_imagegpt.py:15(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:863(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:1550(makeRecord)
      362    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/auto/configuration_auto.py:636(model_type_to_module_name)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:671(_get_field)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:3055(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:282(__init__)
  229/221    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:253(__setattr__)
      992    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/_jit_internal.py:1102(is_scripting)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/segformer/configuration_segformer.py:15(<module>)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:677(__init__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mobilebert/configuration_mobilebert.py:15(<module>)
     1103    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     1286    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/bloom/configuration_bloom.py:152(BloomOnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/bart/configuration_bart.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/lxmert/configuration_lxmert.py:15(<module>)
     1114    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      174    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/logging.py:80(_configure_library_root_logger)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/deberta/configuration_deberta.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/codegen/configuration_codegen.py:15(<module>)
       61    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:128(_type_convert)
        3    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:1090(__init__)
      898    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/module.py:1911(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/autoformer/configuration_autoformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:747(_dict_from_json_file)
      176    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:218(_acquireLock)
     1112    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/informer/configuration_informer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/albert/configuration_albert.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/vit/configuration_vit.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/data2vec/configuration_data2vec_vision.py:182(Data2VecVisionOnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/xlm_prophetnet/configuration_xlm_prophetnet.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:1591(handle)
     1495    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/open_llama/configuration_open_llama.py:20(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/detr/configuration_detr.py:15(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:2152(_signature_from_function)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/feature_extraction_utils.py:60(BatchFeature)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/json/__init__.py:183(dumps)
      559    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:3007(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:1645(callHandlers)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/lxmert/configuration_lxmert.py:29(LxmertConfig)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:3065(__str__)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/beit/configuration_beit.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/json/encoder.py:182(encode)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:3004(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/align/configuration_align.py:15(<module>)
      435    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_variadic}
      180    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/_distutils_hack/__init__.py:89(find_spec)
      560    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:3008(<genexpr>)
      434    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/oneformer/configuration_oneformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/efficientnet/configuration_efficientnet.py:34(EfficientNetConfig)
       29    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      164    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:665(_is_dunder)
      176    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:227(_releaseLock)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/tapas/configuration_tapas.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/flava/configuration_flava.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/layoutlmv3/configuration_layoutlmv3.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mobilenet_v1/configuration_mobilenet_v1.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/blenderbot/configuration_blenderbot.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/autoformer/configuration_autoformer.py:30(AutoformerConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/swin/configuration_swin.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/layoutlm/configuration_layoutlm.py:15(<module>)
       26    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/packaging/version.py:503(_cmpkey)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/conditional_detr/configuration_conditional_detr.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/blip_2/configuration_blip_2.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/owlvit/configuration_owlvit.py:15(<module>)
      122    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/torch/nn/modules/container.py:311(__len__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/jukebox/configuration_jukebox.py:15(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:524(__init__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/chinese_clip/configuration_chinese_clip.py:15(<module>)
      368    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:939(handle)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:232(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/enum.py:179(__new__)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mask2former/configuration_mask2former.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/informer/configuration_informer.py:33(InformerConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/resnet/configuration_resnet.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/groupvit/configuration_groupvit.py:15(<module>)
      131    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:756(__hash__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/flaubert/configuration_flaubert.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/yolos/configuration_yolos.py:15(<module>)
        2    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/import_utils.py:525(is_safetensors_available)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/table_transformer/configuration_table_transformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/convnext/configuration_convnext.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/blenderbot_small/configuration_blenderbot_small.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/clip/configuration_clip.py:15(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/poolformer/configuration_poolformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mobilenet_v2/configuration_mobilenet_v2.py:15(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_compile.py:622(_code)
      175    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/bigbird_pegasus/configuration_bigbird_pegasus.py:15(<module>)
      122    0.000    0.000    0.000    0.000 /usr/lib/python3.9/json/encoder.py:413(_iterencode)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/gpt2/configuration_gpt2.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/deberta/configuration_deberta.py:164(DebertaOnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/deit/configuration_deit.py:15(<module>)
      176    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:1230(append)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mbart/configuration_mbart.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/segformer/configuration_segformer.py:38(SegformerConfig)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:832(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mobilevit/configuration_mobilevit.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/swiftformer/configuration_swiftformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/levit/configuration_levit.py:15(<module>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:1689(isEnabledFor)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mobilevitv2/configuration_mobilevitv2.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/whisper/configuration_whisper.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:1514(findCaller)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/marian/configuration_marian.py:15(<module>)
      174    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:1071(emit)
       24    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/typing_extensions.py:183(_collect_type_vars)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:2582(__str__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/m2m_100/configuration_m2m_100.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/led/configuration_led.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/gptj/configuration_gptj.py:15(<module>)
      303    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      174    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:771(__init__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/x_clip/configuration_x_clip.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/gpt_neo/configuration_gpt_neo.py:15(<module>)
      540    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/backbone_utils.py:118(BackboneMixin)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/longt5/configuration_longt5.py:15(<module>)
      364    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/longformer/configuration_longformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mt5/configuration_mt5.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/bert/configuration_bert.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/blip/configuration_blip.py:15(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:841(copy_with)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/altclip/configuration_altclip.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/electra/configuration_electra.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/xlm_roberta/configuration_xlm_roberta.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/plbart/configuration_plbart.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/xlm/configuration_xlm.py:15(<module>)
      122    0.000    0.000    0.000    0.000 /usr/lib/python3.9/json/encoder.py:333(_iterencode_dict)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/efficientformer/configuration_efficientformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/deberta_v2/configuration_deberta_v2.py:15(<module>)
      170    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:1224(__init__)
     13/4    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:900(dict_torch_dtype_to_str)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/rembert/configuration_rembert.py:15(<module>)
      550    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/distilbert/configuration_distilbert.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/sam/configuration_sam.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/data2vec/configuration_data2vec_text.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mega/configuration_mega.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/oneformer/configuration_oneformer.py:34(OneFormerConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/clap/configuration_clap.py:15(<module>)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'builtins.safe_open' objects}
